image_id,lesion_id,cluster_id,split
ISIC_0026524,HAM_0000524,cluster:9e41be07452a93427548,train
ISIC_0026525,HAM_0001048,cluster:4242b08efde0a9f109c4,test
ISIC_0026526,HAM_0005146,cluster:9f2561fa9a8a8d7a1953,test
ISIC_0026527,HAM_0002438,cluster:2c442bd8a812f2e2ba99,train
ISIC_0026528,HAM_0007550,cluster:726a2ec9faac951aa933,train
ISIC_0026529,HAM_0007109,cluster:0fbf952dfcfdad290d47,train
ISIC_0026530,HAM_0000835,cluster:118936f1e36de843995f,train
ISIC_0026531,HAM_0000876,cluster:b446971263ef8b481627,train
ISIC_0026532,HAM_0000959,cluster:e1b38552c641421c140a,val
ISIC_0026533,HAM_0001159,cluster:2b68e5067f8aaef08981,train
ISIC_0026534,HAM_0000365,cluster:b0c634651231d0865f84,test
ISIC_0026535,HAM_0000691,cluster:fc096affc58a11e4f4ae,train
ISIC_0026536,HAM_0006480,cluster:1ec92800b6429ad51b82,train
ISIC_0026537,HAM_0003278,cluster:2a8aa736bd92cc63a105,val
ISIC_0026538,HAM_0003766,cluster:063a9cef1f7880accb58,train
ISIC_0026539,HAM_0004696,cluster:3f38bbfd909cb8943355,train
ISIC_0026540,HAM_0002778,cluster:0161ba1e4240bed7a0ce,train
ISIC_0026541,HAM_0006974,cluster:76dbf5c2b8e8f5952353,test
ISIC_0026542,HAM_0006929,cluster:405c0017a96817d768eb,train
ISIC_0026543,HAM_0000599,cluster:367c008a7c75830bbdb3,train
ISIC_0026544,HAM_0002581,cluster:68226976658e027ea28e,val
ISIC_0026545,HAM_0001299,cluster:9a66fa7a80f7be9f4e79,train
ISIC_0026546,HAM_0000971,cluster:9963d409a35702c60c62,train
ISIC_0026547,HAM_0000436,cluster:46433ba9f632c0c3b38f,train
ISIC_0026548,HAM_0006255,cluster:bd9737b1857665ab83ac,train
ISIC_0026549,HAM_0002307,cluster:63c381c0b2185ca4c5ad,val
ISIC_0026550,HAM_0004672,cluster:f6d4f0a8cdbc4490c862,val
ISIC_0026551,HAM_0004802,cluster:1a8f0dad5db6d71089f7,train
ISIC_0026552,HAM_0000900,cluster:ab0ca7e5657af0271728,test
ISIC_0026553,HAM_0007024,cluster:58118f47ccd51a8014da,train
ISIC_0026554,HAM_0005828,cluster:4e3e7a878514c3647deb,train
ISIC_0026555,HAM_0001335,cluster:94c6658ac19d847feeb8,train
ISIC_0026556,HAM_0002005,cluster:f6eff822d508d50eb126,train
ISIC_0026557,HAM_0000598,cluster:b7f30c713ddb795f7994,train
ISIC_0026558,HAM_0004709,cluster:94eadfbca691a018944a,train
ISIC_0026559,HAM_0006514,cluster:2af93d6abb337612756a,train
ISIC_0026560,HAM_0000896,cluster:1cc9b0739d542e66477c,train
ISIC_0026561,HAM_0004546,cluster:790defcb7c3122fba7fc,test
ISIC_0026562,HAM_0000429,cluster:7406e9db3db534ca8c49,train
ISIC_0026563,HAM_0005526,cluster:b1fcca7afb48c7d60003,train
ISIC_0026564,HAM_0001659,cluster:6191ce57f6c900f4c41e,train
ISIC_0026565,HAM_0002465,cluster:9f2018bb977e22b85caf,train
ISIC_0026566,HAM_0004078,cluster:83f32f7629e1368adce5,train
ISIC_0026567,HAM_0000999,cluster:6e9970f3c947ae8adb47,train
ISIC_0026568,HAM_0003740,cluster:c374489456688523bbca,test
ISIC_0026569,HAM_0006150,cluster:127f2f1a03b8136bb909,train
ISIC_0026570,HAM_0002728,cluster:c2787e0adca15ae224af,val
ISIC_0026571,HAM_0006037,cluster:c3ed430482e6adfc5380,val
ISIC_0026572,HAM_0002583,cluster:9ed7c684f6b4817f5507,train
ISIC_0026573,HAM_0007001,cluster:eda3248c356b72840f79,val
ISIC_0026574,HAM_0005660,cluster:60d5bd4166f5be1338ea,train
ISIC_0026575,HAM_0006875,cluster:876c904f28bc7a95466a,test
ISIC_0026576,HAM_0004630,cluster:5c777047d66169dcb77e,test
ISIC_0026577,HAM_0006835,cluster:d3c7c04e82e4ed76f682,train
ISIC_0026578,HAM_0000601,cluster:4ef000bd30ec2c2282bc,train
ISIC_0026579,HAM_0002022,cluster:7bbbc62636cc4df466ab,train
ISIC_0026580,HAM_0005008,cluster:8765aecb29b03731075d,test
ISIC_0026581,HAM_0000889,cluster:f960ec9009de579be8e3,train
ISIC_0026582,HAM_0003747,cluster:7cc33cebf728109c4e7d,train
ISIC_0026583,HAM_0007329,cluster:873e1441923510a44779,train
ISIC_0026584,HAM_0000459,cluster:ab780e8c084bcc02bac6,val
ISIC_0026585,HAM_0006507,cluster:834c24cbacf86bc9b952,train
ISIC_0026586,HAM_0001976,cluster:838d1fab6b2dd7eda0c2,train
ISIC_0026587,HAM_0001124,cluster:2841bda5dfc35a16482f,val
ISIC_0026588,HAM_0003821,cluster:4358b6304d98bdb9d113,test
ISIC_0026589,HAM_0004089,cluster:658654d54d32d0aee841,train
ISIC_0026590,HAM_0003317,cluster:e8891a86abd264426c49,test
ISIC_0026591,HAM_0001766,cluster:ca454057f7b26e89dbe3,train
ISIC_0026592,HAM_0001406,cluster:f4fd1f8ae70dbd893f4a,test
ISIC_0026593,HAM_0004970,cluster:9b6947e3311d36d4b664,train
ISIC_0026594,HAM_0003383,cluster:bdcfb633b68a558426a4,val
ISIC_0026595,HAM_0004795,cluster:b12f3ec62f6b04da3dc3,train
ISIC_0026596,HAM_0004979,cluster:400d8ba9942e314d5747,val
ISIC_0026597,HAM_0002339,cluster:70c9d3231ec655dda4d6,train
ISIC_0026598,HAM_0006602,cluster:186df9fc1091f961dc39,train
ISIC_0026599,HAM_0007144,cluster:0de79eb2a7d49bff8f0d,train
ISIC_0026600,HAM_0002319,cluster:a91545d2dd3e4b8b6b2c,train
ISIC_0026601,HAM_0002899,cluster:2993adc390f56aae3cfd,train
ISIC_0026602,HAM_0003571,cluster:fae385fa936a5f6f9845,test
ISIC_0026603,HAM_0001306,cluster:944cb9d8d552a540b780,val
ISIC_0026604,HAM_0002906,cluster:c186acc8dc35c49ea90e,train
ISIC_0026605,HAM_0006979,cluster:ab153dba45a1481eeff0,val
ISIC_0026606,HAM_0006123,cluster:53cbe4280c6634a61950,train
ISIC_0026607,HAM_0007529,cluster:424510470cd73cfb376e,val
ISIC_0026608,HAM_0001497,cluster:21629b120a43feb89aa5,test
ISIC_0026609,HAM_0000162,cluster:fb6446812c703b53df99,train
ISIC_0026610,HAM_0004279,cluster:170990f72595e861752d,train
ISIC_0026611,HAM_0002470,cluster:ed5068b4e21da663776e,train
ISIC_0026612,HAM_0006561,cluster:4da306414ad44cd1018e,train
ISIC_0026613,HAM_0004116,cluster:3110372a71268378f024,train
ISIC_0026614,HAM_0001232,cluster:87a0032032feeb20d5f1,train
ISIC_0026615,HAM_0002532,cluster:91d6dae64850334113e7,train
ISIC_0026616,HAM_0007105,cluster:b5174527e6a0c9af15de,train
ISIC_0026617,HAM_0003804,cluster:7fa2bdb3027cf559b7bc,val
ISIC_0026618,HAM_0006916,cluster:941f1dfd5cabdcc692dd,test
ISIC_0026619,HAM_0000730,cluster:e09f463d952854177d7b,val
ISIC_0026620,HAM_0000435,cluster:c3978f5ba85cf261fb2c,train
ISIC_0026621,HAM_0001494,cluster:aa914967fb999900eda1,train
ISIC_0026622,HAM_0007165,cluster:45254827db1701407510,val
ISIC_0026623,HAM_0003800,cluster:8591e255a5e18d6d57d7,test
ISIC_0026624,HAM_0003961,cluster:30945dd57cc41e2886b6,val
ISIC_0026625,HAM_0005354,cluster:642dc6093f8ae2f37e6c,train
ISIC_0026626,HAM_0005020,cluster:5bc8d50d91d72bad2a94,val
ISIC_0026627,HAM_0003519,cluster:c7752f87bd65bc2e5a85,test
ISIC_0026628,HAM_0006935,cluster:748a3c7e81c345418409,train
ISIC_0026629,HAM_0004065,cluster:2c2360e0b52783a82529,train
ISIC_0026630,HAM_0001682,cluster:18b9a9f03ff72bfa2069,train
ISIC_0026631,HAM_0000985,cluster:ede1ad0a305592ad7567,train
ISIC_0026632,HAM_0004150,cluster:703df1a179b4494d0c5d,train
ISIC_0026633,HAM_0007548,cluster:e99e1c890e1ef50592f6,train
ISIC_0026634,HAM_0003768,cluster:de0d2d5592f453d376d6,train
ISIC_0026635,HAM_0004057,cluster:86c81df5521ff0ce3853,val
ISIC_0026636,HAM_0005222,cluster:49a8832105836ccd3d98,train
ISIC_0026637,HAM_0001221,cluster:2679ff8afafd4724821a,train
ISIC_0026638,HAM_0005929,cluster:de2b018b447edf667e2a,train
ISIC_0026639,HAM_0002410,cluster:bd2d7d048d8ee785175d,train
ISIC_0026640,HAM_0006309,cluster:a026bc10836a34d3ae42,val
ISIC_0026641,HAM_0002753,cluster:bb4e1aec308b63592cde,test
ISIC_0026642,HAM_0004855,cluster:473314e2f5f0b0ffbdee,train
ISIC_0026643,HAM_0005469,cluster:8d97abf2c66d93b0ccf9,train
ISIC_0026644,HAM_0004259,cluster:ed1b5dbf5e93402a891f,train
ISIC_0026645,HAM_0003136,cluster:4e319984cafa38292ba7,val
ISIC_0026646,HAM_0004477,cluster:1dc4472f4e3320ad4fa9,train
ISIC_0026647,HAM_0001095,cluster:0eef4793e1ed40efcbde,test
ISIC_0026648,HAM_0003994,cluster:f1ce63fa1de65f0eb150,train
ISIC_0026649,HAM_0006621,cluster:c60b090d20af47495dad,train
ISIC_0026650,HAM_0000545,cluster:3e1aad1fc869a43eb9a6,train
ISIC_0026651,HAM_0001969,cluster:09ac85deed759e94f09a,train
ISIC_0026652,HAM_0001835,cluster:0a1b4c21c35cf036b06c,train
ISIC_0026653,HAM_0001535,cluster:a75cea5ebc1320b3009c,test
ISIC_0026654,HAM_0000591,cluster:60207efc78e134283a49,val
ISIC_0026655,HAM_0007036,cluster:594e22660468434c8f53,train
ISIC_0026656,HAM_0002134,cluster:1b8658dc3ce90c2c842b,val
ISIC_0026657,HAM_0002768,cluster:e742ec77276f6eb46471,train
ISIC_0026658,HAM_0005436,cluster:50bcc9e55e793d4fb941,train
ISIC_0026659,HAM_0006641,cluster:6f439f41eb0806217a8d,train
ISIC_0026660,HAM_0006599,cluster:b41411c0ce2c7c74d719,train
ISIC_0026661,HAM_0000992,cluster:c9c61f3ea0c0987f33b2,train
ISIC_0026662,HAM_0005140,cluster:ad5ea44943d7bac8db80,val
ISIC_0026663,HAM_0001815,cluster:c18aed06a4ed0e715819,test
ISIC_0026664,HAM_0002981,cluster:841382db0a74a2668863,val
ISIC_0026665,HAM_0000778,cluster:2710b46f497fe6b45bc1,train
ISIC_0026666,HAM_0000900,cluster:ab0ca7e5657af0271728,test
ISIC_0026667,HAM_0003660,cluster:0c89c7147dfbee5db434,val
ISIC_0026668,HAM_0001666,cluster:ecca0fb190b4be6fa0bb,train
ISIC_0026669,HAM_0000511,cluster:d16cace682874deeeb6f,train
ISIC_0026670,HAM_0006916,cluster:941f1dfd5cabdcc692dd,test
ISIC_0026671,HAM_0006526,cluster:acd4645bd80f41336d84,train
ISIC_0026672,HAM_0003944,cluster:5f399d090215e7439ab3,val
ISIC_0026673,HAM_0004251,cluster:26cc18186730491358c1,train
ISIC_0026674,HAM_0004836,cluster:d46d0743e4d18cd7273f,train
ISIC_0026675,HAM_0003739,cluster:ea0628b5516e77a5f218,train
ISIC_0026676,HAM_0007543,cluster:834d58429bd44865e559,train
ISIC_0026677,HAM_0001262,cluster:0ad51f45df9f54136360,train
ISIC_0026678,HAM_0002075,cluster:d1c5bdc5bd4ac77b543d,test
ISIC_0026679,HAM_0005935,cluster:cf712d1ca9ec2d30eb24,train
ISIC_0026680,HAM_0006773,cluster:9ba416bf990fa8a5de01,train
ISIC_0026681,HAM_0006806,cluster:e8ea27e53fbaea955f67,train
ISIC_0026682,HAM_0000327,cluster:9f1c0891194c38ab8c40,train
ISIC_0026683,HAM_0006731,cluster:28bf4cda6a002b5d8677,train
ISIC_0026684,HAM_0003056,cluster:7273771b5e976fb0bccf,train
ISIC_0026685,HAM_0002475,cluster:d97f3f28fc2661ab0fad,val
ISIC_0026686,HAM_0004319,cluster:d160ffb64f316691e58a,train
ISIC_0026687,HAM_0002689,cluster:51d8e91693d34759e792,train
ISIC_0026688,HAM_0001861,cluster:0fecaebeede1dce17f25,test
ISIC_0026689,HAM_0005003,cluster:1d120f3d78b34112c81e,train
ISIC_0026690,HAM_0000619,cluster:186de4161129c22f41ba,train
ISIC_0026691,HAM_0001034,cluster:12d4dc7f7af4320929ee,train
ISIC_0026692,HAM_0002661,cluster:69402ad835cc9b3fbf23,val
ISIC_0026693,HAM_0003839,cluster:ff91d4851fbe0c71c5f0,train
ISIC_0026694,HAM_0002869,cluster:6eb87634bb758d9f5845,train
ISIC_0026695,HAM_0002713,cluster:7fa050aeacab62071423,train
ISIC_0026696,HAM_0006473,cluster:d8c8c16acf360a3c19f9,test
ISIC_0026697,HAM_0004364,cluster:e462b53fd69f0ded52d5,test
ISIC_0026698,HAM_0004824,cluster:5149623134e4cc6da36c,train
ISIC_0026699,HAM_0007210,cluster:024bff12fc1c9482d7b6,train
ISIC_0026700,HAM_0006901,cluster:52a0ea04e7e296f4697b,train
ISIC_0026701,HAM_0002389,cluster:7770ebe04f7ccb98dfd5,train
ISIC_0026702,HAM_0005228,cluster:7194d48ad748d0989c76,train
ISIC_0026703,HAM_0005290,cluster:4289cdd6d50b59397a41,train
ISIC_0026704,HAM_0004338,cluster:860cbe557a4a1160da07,val
ISIC_0026705,HAM_0007275,cluster:a0bf29fe5e767c8beefa,train
ISIC_0026706,HAM_0004532,cluster:88c6217b078f71214f28,val
ISIC_0026707,HAM_0003247,cluster:66280b69d7c16e51a1aa,val
ISIC_0026708,HAM_0005850,cluster:90b956011c31c73e69bf,train
ISIC_0026709,HAM_0001565,cluster:e9cf766b7ac532c9e50f,train
ISIC_0026710,HAM_0003732,cluster:5d0b6849383ac39a2258,train
ISIC_0026711,HAM_0007030,cluster:42eceb077ce69f55c50d,train
ISIC_0026712,HAM_0003980,cluster:004a0922d1d1875af1d2,train
ISIC_0026713,HAM_0006138,cluster:7a7f2b640d1c25758c55,train
ISIC_0026714,HAM_0004889,cluster:23031ba7e53df2e71ce3,train
ISIC_0026715,HAM_0005253,cluster:5b105befce6761cf72a8,val
ISIC_0026716,HAM_0000504,cluster:0807e76f168cf4baf591,val
ISIC_0026717,HAM_0002527,cluster:f83d96c98b7629dab548,val
ISIC_0026718,HAM_0007285,cluster:1677dd0de718caaced6a,val
ISIC_0026719,HAM_0000602,cluster:4d1afb83aec6f44a8f01,train
ISIC_0026720,HAM_0000688,cluster:39dd9b2cc3d19a4ec5e9,train
ISIC_0026721,HAM_0002790,cluster:4f4f9d23a5e9e4912c48,train
ISIC_0026722,HAM_0002198,cluster:7e68bf0f55a564fbf49f,train
ISIC_0026723,HAM_0001549,cluster:23b4c5740a1b35666e69,train
ISIC_0026724,HAM_0003831,cluster:a4ca85e4d7044546a1c9,test
ISIC_0026725,HAM_0001289,cluster:17e268a354fc1567f74a,val
ISIC_0026726,HAM_0007202,cluster:8748cd8607583553a4c0,val
ISIC_0026727,HAM_0005920,cluster:bd166ef4d0f1828eca2b,train
ISIC_0026728,HAM_0000884,cluster:d1fefe0e88b690919366,test
ISIC_0026729,HAM_0006560,cluster:f86d3ef4e2dc7cd5f261,test
ISIC_0026730,HAM_0003277,cluster:b986692f8c7733d6e6e9,val
ISIC_0026731,HAM_0001213,cluster:f2f1622fb6115ab11ba4,val
ISIC_0026732,HAM_0001761,cluster:f133d50e7b8a2cf04ae9,test
ISIC_0026733,HAM_0006385,cluster:c48e1be51a9eff2e8de9,train
ISIC_0026734,HAM_0007161,cluster:e10dfde70ac08c0c3d2a,train
ISIC_0026735,HAM_0007293,cluster:1b67b951dbcf3bf3727e,train
ISIC_0026736,HAM_0001844,cluster:f7a3e7bc60c1be36534d,train
ISIC_0026737,HAM_0004423,cluster:25ab99cfedf5ca1e136e,test
ISIC_0026738,HAM_0006137,cluster:3d22ed2c5f1b64a41934,train
ISIC_0026739,HAM_0002033,cluster:eb36e67e441f5022e7d3,train
ISIC_0026740,HAM_0003657,cluster:95d3ff90c46861fa99f6,val
ISIC_0026741,HAM_0005987,cluster:67b5530687bca591ff54,train
ISIC_0026742,HAM_0005193,cluster:58f0a981cc2bf014c261,val
ISIC_0026743,HAM_0000261,cluster:3fa5163adc77a162cfa8,train
ISIC_0026744,HAM_0001820,cluster:f885e3f2fca1d7c1f677,train
ISIC_0026745,HAM_0006330,cluster:03ae3a46a7043285de0c,train
ISIC_0026746,HAM_0000588,cluster:f4758f332180ebbc7871,val
ISIC_0026747,HAM_0006169,cluster:18602acd7c493ac37f75,val
ISIC_0026748,HAM_0001462,cluster:a43204ffa79f06c5b30c,train
ISIC_0026749,HAM_0004777,cluster:a96aaeb2630a038d2559,train
ISIC_0026750,HAM_0000906,cluster:e7c34b39d2551203041e,train
ISIC_0026751,HAM_0000798,cluster:01e736c2fb491127d511,train
ISIC_0026752,HAM_0005017,cluster:fe42f1fe2336e04ec907,test
ISIC_0026753,HAM_0001934,cluster:c53f089d4f179fe38004,train
ISIC_0026754,HAM_0001446,cluster:4853b7d4689aaebf3123,test
ISIC_0026755,HAM_0001931,cluster:a772765a65cb659c19ec,test
ISIC_0026756,HAM_0000390,cluster:50a5beaa336e3aa03b30,train
ISIC_0026757,HAM_0007076,cluster:830e6d79908ac5cc1c0b,train
ISIC_0026758,HAM_0000615,cluster:166700b9a2760560cf4c,train
ISIC_0026759,HAM_0001656,cluster:7f7413f77e5f1188893b,train
ISIC_0026760,HAM_0001884,cluster:0ca8daeb35c15d605498,train
ISIC_0026761,HAM_0004564,cluster:fd1bf97774082fa52fe1,train
ISIC_0026762,HAM_0002056,cluster:1409fbe3f224ba572fe6,train
ISIC_0026763,HAM_0006718,cluster:ab1bc801ae555e2bbd82,train
ISIC_0026764,HAM_0002701,cluster:cf0d8f941667d7a18a80,train
ISIC_0026765,HAM_0001474,cluster:dba4a6789dc57c19551e,val
ISIC_0026766,HAM_0005982,cluster:b15f3efc701e687956e8,test
ISIC_0026767,HAM_0001527,cluster:eac0f46f610840a15d69,train
ISIC_0026768,HAM_0002514,cluster:aed47088a6267a12c3cb,train
ISIC_0026769,HAM_0002730,cluster:eab1e2ae3a964410a7ce,train
ISIC_0026770,HAM_0002491,cluster:773df4067176ffac9e05,train
ISIC_0026771,HAM_0006698,cluster:37d986387f5ec63db613,test
ISIC_0026772,HAM_0002273,cluster:58124e1b2318a405f0f4,val
ISIC_0026773,HAM_0000021,cluster:722863f66228e3f5635c,train
ISIC_0026774,HAM_0007242,cluster:2173cc1faf55c0fd5570,test
ISIC_0026775,HAM_0001389,cluster:a0de8bb3d63afa49cbc8,train
ISIC_0026776,HAM_0004751,cluster:2e25712bebeb3e86a7c6,train
ISIC_0026777,HAM_0000928,cluster:59106cd7022c88137523,train
ISIC_0026778,HAM_0002344,cluster:b412e292f774d1b83be8,train
ISIC_0026779,HAM_0004728,cluster:fe3befa3b87e8dd57a76,train
ISIC_0026780,HAM_0007320,cluster:67ef0cf5958b1ed0745e,train
ISIC_0026781,HAM_0002575,cluster:8c08020cb734b220e551,test
ISIC_0026782,HAM_0002110,cluster:fa32d9723d9d93f5c533,train
ISIC_0026783,HAM_0000089,cluster:9bae4ed083bfc19662d1,train
ISIC_0026784,HAM_0002668,cluster:1a2e9cad2eb5adb550a9,train
ISIC_0026785,HAM_0007094,cluster:5821e45fe94ecd024899,train
ISIC_0026786,HAM_0003874,cluster:70dfb533b82d8bd6ad28,test
ISIC_0026787,HAM_0000386,cluster:8b269feff66e4e6bce8c,val
ISIC_0026788,HAM_0001765,cluster:b904eac20055e729ee08,train
ISIC_0026789,HAM_0003110,cluster:f16145472a31c8a33f5f,train
ISIC_0026790,HAM_0005779,cluster:bc841007572b9193bb3c,train
ISIC_0026791,HAM_0000555,cluster:b96148868cd7e97306e1,test
ISIC_0026792,HAM_0001778,cluster:ff4021a33961cfe392c6,train
ISIC_0026793,HAM_0004478,cluster:6910b4fcb8526d9356d1,train
ISIC_0026794,HAM_0000566,cluster:c6f7ee69d844d54d32ad,train
ISIC_0026795,HAM_0003603,cluster:4146e0b556b34f20e41b,train
ISIC_0026796,HAM_0001397,cluster:3cfc40c01d8fa3bf1ede,train
ISIC_0026797,HAM_0002318,cluster:633d9713963969ab1c73,train
ISIC_0026798,HAM_0005536,cluster:db3d3245f35d9ec033da,train
ISIC_0026799,HAM_0005369,cluster:ba279d5e36b52d41406c,train
ISIC_0026800,HAM_0003013,cluster:fd639e3606efa35f3c50,train
ISIC_0026801,HAM_0007417,cluster:1e1fb542f8ca5fb3b2b8,test
ISIC_0026802,HAM_0004878,cluster:c1fecb58500e331490b7,train
ISIC_0026803,HAM_0007355,cluster:75a60e7c51b6fd6a6e96,test
ISIC_0026804,HAM_0000924,cluster:54c7c23ab9664925c29c,train
ISIC_0026805,HAM_0006323,cluster:28de6fb75debde104b5a,train
ISIC_0026806,HAM_0001888,cluster:e464d1ebd34eb9eaabc7,train
ISIC_0026807,HAM_0000145,cluster:0311a8c4780ef006a799,val
ISIC_0026808,HAM_0004661,cluster:d41b70f08256c64ce0f6,train
ISIC_0026809,HAM_0000267,cluster:014f604f09c7088f0d9b,val
ISIC_0026810,HAM_0007306,cluster:254446ef4724733c4f9d,test
ISIC_0026811,HAM_0002525,cluster:09f085ea402d078f27b9,val
ISIC_0026812,HAM_0007383,cluster:8962022f0e4bcd6b5905,train
ISIC_0026813,HAM_0000731,cluster:5672ec9efef92054c9dc,train
ISIC_0026814,HAM_0003917,cluster:fccb078a83cd69af9335,train
ISIC_0026815,HAM_0000029,cluster:26744f1214453a36e773,train
ISIC_0026816,HAM_0002416,cluster:b53e2718a5d754981df4,train
ISIC_0026817,HAM_0002653,cluster:f028281acd7d25b9bef9,train
ISIC_0026818,HAM_0001330,cluster:055cdbfc0205ccfd7406,train
ISIC_0026819,HAM_0007112,cluster:833bbe7057c997ced362,train
ISIC_0026820,HAM_0005254,cluster:c8f11157a41beffb7a63,train
ISIC_0026821,HAM_0007321,cluster:69774320de185332662c,train
ISIC_0026822,HAM_0002626,cluster:ef223df2583df5a0a6ca,val
ISIC_0026823,HAM_0003504,cluster:530b149eec312a5a2803,train
ISIC_0026824,HAM_0004408,cluster:833fac2022e5d8b94f0d,train
ISIC_0026825,HAM_0000204,cluster:d5dc6e6926a9039676c0,test
ISIC_0026826,HAM_0004761,cluster:f798d72e5021251406f8,train
ISIC_0026827,HAM_0005465,cluster:c43fe5f0aa29e23f1848,test
ISIC_0026828,HAM_0000840,cluster:ade8ee7a04d8507594b1,test
ISIC_0026829,HAM_0007497,cluster:10bfdd1eca597a3997e7,train
ISIC_0026830,HAM_0006461,cluster:602ad5a19da1363af9f4,train
ISIC_0026831,HAM_0006387,cluster:014ed9d34c914356201b,test
ISIC_0026832,HAM_0000630,cluster:fa0aabf98a7fcbf22d8b,train
ISIC_0026833,HAM_0006070,cluster:be20e3b309d2e0185e59,train
ISIC_0026834,HAM_0002296,cluster:5bad08cd7289391089a6,train
ISIC_0026835,HAM_0001480,cluster:8c72a42f57ddcba97231,train
ISIC_0026836,HAM_0006871,cluster:760520ed10cf27b44573,train
ISIC_0026837,HAM_0007481,cluster:507b17e22fe20ae0ab10,test
ISIC_0026838,HAM_0000250,cluster:c6a352190856f19e9d8a,train
ISIC_0026839,HAM_0001971,cluster:52061004bb3505c11b19,train
ISIC_0026840,HAM_0007253,cluster:b07b66dca66011e21bfe,train
ISIC_0026841,HAM_0003833,cluster:cba3102e288a6e68cb6c,train
ISIC_0026842,HAM_0001536,cluster:601fd7aeb1c8973299c4,train
ISIC_0026843,HAM_0005082,cluster:5d808845d6f1ca0ecaaa,train
ISIC_0026844,HAM_0004114,cluster:cfdd1fb9f81cc3f883b5,test
ISIC_0026845,HAM_0001283,cluster:cad35ca77fc02dfa64b6,train
ISIC_0026846,HAM_0003287,cluster:2f4b5a69f2dd3b2d2a17,val
ISIC_0026847,HAM_0002099,cluster:f7361f1493df5a9183d2,test
ISIC_0026848,HAM_0007308,cluster:73b46138335739dab07b,val
ISIC_0026849,HAM_0004545,cluster:9b6649a92f202f639c17,train
ISIC_0026850,HAM_0003915,cluster:c57357d1702a04c35a5b,train
ISIC_0026851,HAM_0001166,cluster:b31ba3856f9fb0b0f1bf,train
ISIC_0026852,HAM_0001001,cluster:a41faa87fa7a2d8dd3cf,val
ISIC_0026853,HAM_0002194,cluster:7d4ff60106dd0481f78c,train
ISIC_0026854,HAM_0004842,cluster:7b755eda4d921495c817,val
ISIC_0026855,HAM_0000457,cluster:5fc886ecfdb688466355,train
ISIC_0026856,HAM_0004697,cluster:28119dc9121a5d61115b,train
ISIC_0026857,HAM_0004363,cluster:dd9d5632b786b723cd6d,train
ISIC_0026858,HAM_0007093,cluster:cc8d80b0e5028e98951d,test
ISIC_0026859,HAM_0006090,cluster:aafafbdc120b6a18772a,train
ISIC_0026860,HAM_0000334,cluster:0b98f0977c3a2377cb36,train
ISIC_0026861,HAM_0007110,cluster:478a3e9ecb653a2cf613,train
ISIC_0026862,HAM_0002211,cluster:53ee828f4a6b5e8ea7cf,test
ISIC_0026863,HAM_0002822,cluster:4a0569c519b92af40366,test
ISIC_0026864,HAM_0000420,cluster:ade965fb39ccb8482535,train
ISIC_0026865,HAM_0005509,cluster:ad5b935c634e61bfa2a4,train
ISIC_0026866,HAM_0002754,cluster:44a7e2407a80cc4be88b,train
ISIC_0026867,HAM_0003973,cluster:861d409b413d97c2f5fa,train
ISIC_0026868,HAM_0005251,cluster:6d8cc2668e2ad80e698d,test
ISIC_0026869,HAM_0007468,cluster:ef5a6e81fbbcec4ec507,train
ISIC_0026870,HAM_0003587,cluster:b85886c33fdd85a5a9c1,train
ISIC_0026871,HAM_0001240,cluster:6522d1b2f6139e1ff800,train
ISIC_0026872,HAM_0006746,cluster:facaa9db2e9dfea00e4f,train
ISIC_0026873,HAM_0001866,cluster:5cc454cf2e62d9a71b24,train
ISIC_0026874,HAM_0001542,cluster:1ea69ec599f00514edba,train
ISIC_0026875,HAM_0007539,cluster:c8338d22e1deb09b073b,test
ISIC_0026876,HAM_0002610,cluster:64b48f5ab52f1a5370ba,train
ISIC_0026877,HAM_0004354,cluster:2282ba2bc36eb73d8397,train
ISIC_0026878,HAM_0007436,cluster:221dbebd36ab7fbd7d4d,train
ISIC_0026879,HAM_0002393,cluster:2385ee987fd76864b5d0,train
ISIC_0026880,HAM_0006486,cluster:81e4ba67c033883968a3,train
ISIC_0026881,HAM_0006021,cluster:94dd25f32f7d3b3bcf27,val
ISIC_0026882,HAM_0001789,cluster:b6ecad8bf47cd2bf39d8,train
ISIC_0026883,HAM_0002797,cluster:89efae845c4e5947ef73,test
ISIC_0026884,HAM_0002763,cluster:6ed7e12a77f76fa40d8d,train
ISIC_0026885,HAM_0000482,cluster:510975a7e868e582e278,train
ISIC_0026886,HAM_0001041,cluster:0832a5737061bcf832d8,val
ISIC_0026887,HAM_0005162,cluster:9829d9ecb49eaf58f6af,test
ISIC_0026888,HAM_0005163,cluster:964ef187492b760899f8,train
ISIC_0026889,HAM_0002833,cluster:77b4b63b0aabc209c8f9,train
ISIC_0026890,HAM_0003277,cluster:b986692f8c7733d6e6e9,val
ISIC_0026891,HAM_0002287,cluster:76ff033fd9b758a7b9c6,train
ISIC_0026892,HAM_0007560,cluster:13e6c14f2e514e93a074,train
ISIC_0026893,HAM_0003791,cluster:86a1bc4acee3d4d06751,test
ISIC_0026894,HAM_0006984,cluster:98b38dfbb4639656a36b,train
ISIC_0026895,HAM_0003605,cluster:243e18646f52275d9ea2,train
ISIC_0026896,HAM_0002328,cluster:0d96e08e5e7e7559b1fd,train
ISIC_0026897,HAM_0002772,cluster:bcac60a051f630e1c50b,val
