exact_group_id,component_id,component_size,component_crosses_split,threshold,exact_hash_duplicate,image_id,split,site_id,site_profile,risk_stratum,image_hash,image_path
EXACT_PHASH_000063,PHASH_000246,2,False,4,True,ISIC_0073198,test,SYN_RURAL_like,RURAL_like,moderate,b2bc53dc535289a9,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0073198.jpg
EXACT_PHASH_000064,PHASH_000446,2,False,4,True,ISIC_0061121,test,SYN_RURAL_like,RURAL_like,moderate,b3bcf0f44352892b,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0061121.jpg
EXACT_PHASH_000064,PHASH_000446,2,False,4,True,ISIC_0062609,test,SYN_RURAL_like,RURAL_like,moderate,b3bcf0f44352892b,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0062609.jpg
EXACT_PHASH_000065,PHASH_000192,2,False,4,True,ISIC_0026487,train,SYN_MSK_like,MSK_like,very_low,b90c73860c79f387,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0026487.jpg
EXACT_PHASH_000065,PHASH_000192,2,False,4,True,ISIC_0031984,train,SYN_MSK_like,MSK_like,very_low,b90c73860c79f387,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0031984.jpg
EXACT_PHASH_000066,PHASH_000400,2,False,4,True,ISIC_0059011,val,SYN_RURAL_like,RURAL_like,low,bdc8f108dea2f309,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0059011.jpg
EXACT_PHASH_000066,PHASH_000400,2,False,4,True,ISIC_0060857,val,SYN_RURAL_like,RURAL_like,low,bdc8f108dea2f309,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0060857.jpg
EXACT_PHASH_000067,PHASH_000321,2,False,4,True,ISIC_0055961,train,SYN_BCN_like,BCN_like,moderate,be58b650dc0ad8ab,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0055961.jpg
EXACT_PHASH_000067,PHASH_000321,2,False,4,True,ISIC_0061587,train,SYN_BCN_like,BCN_like,moderate,be58b650dc0ad8ab,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0061587.jpg
EXACT_PHASH_000068,PHASH_000445,2,False,4,True,ISIC_0061089,val,SYN_RURAL_like,RURAL_like,low,bef0fdd2540252a3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0061089.jpg
EXACT_PHASH_000068,PHASH_000445,2,False,4,True,ISIC_0068249,val,SYN_RURAL_like,RURAL_like,low,bef0fdd2540252a3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0068249.jpg
EXACT_PHASH_000069,PHASH_000047,3,False,4,True,ISIC_0027698,train,SYN_MSK_like,MSK_like,very_low,c25b4ca32b85b07f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0027698.jpg
EXACT_PHASH_000069,PHASH_000047,3,False,4,True,ISIC_0029666,train,SYN_MSK_like,MSK_like,very_low,c25b4ca32b85b07f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0029666.jpg
EXACT_PHASH_000070,PHASH_000347,2,False,4,True,ISIC_0056850,train,SYN_BCN_like,BCN_like,very_low,c2c1677916838d5f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0056850.jpg
EXACT_PHASH_000070,PHASH_000347,2,False,4,True,ISIC_0067024,train,SYN_BCN_like,BCN_like,very_low,c2c1677916838d5f,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0067024.jpg
EXACT_PHASH_000071,PHASH_000140,2,False,4,True,ISIC_0012127_downsampled,train,SYN_RURAL_like,RURAL_like,very_low,c633216b86e311fd,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0012127_downsampled.jpg
EXACT_PHASH_000071,PHASH_000140,2,False,4,True,ISIC_0012970_downsampled,train,SYN_BCN_like,BCN_like,very_low,c633216b86e311fd,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0012970_downsampled.jpg
EXACT_PHASH_000072,PHASH_000038,4,False,4,True,ISIC_0059207,val,SYN_BCN_like,BCN_like,very_low,c987481b784387bf,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0059207.jpg
EXACT_PHASH_000072,PHASH_000038,4,False,4,True,ISIC_0069603,val,SYN_BCN_like,BCN_like,very_low,c987481b784387bf,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0069603.jpg
EXACT_PHASH_000073,PHASH_000531,2,False,4,True,ISIC_0064952,train,SYN_RURAL_like,RURAL_like,very_low,ce2a738ace22fa89,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0064952.jpg
EXACT_PHASH_000073,PHASH_000531,2,False,4,True,ISIC_0069565,train,SYN_RURAL_like,RURAL_like,very_low,ce2a738ace22fa89,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0069565.jpg
EXACT_PHASH_000074,PHASH_000284,2,False,4,True,ISIC_0054792,val,SYN_HAM_like,HAM_like,very_low,ce93f34c0c3322cf,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0054792.jpg
EXACT_PHASH_000074,PHASH_000284,2,False,4,True,ISIC_0072272,val,SYN_HAM_like,HAM_like,very_low,ce93f34c0c3322cf,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0072272.jpg
EXACT_PHASH_000075,PHASH_000590,2,False,4,True,ISIC_0070713,test,SYN_RURAL_like,RURAL_like,moderate,cebc33f48c506c2b,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0070713.jpg
EXACT_PHASH_000075,PHASH_000590,2,False,4,True,ISIC_0071606,test,SYN_RURAL_like,RURAL_like,moderate,cebc33f48c506c2b,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0071606.jpg
EXACT_PHASH_000076,PHASH_000579,2,False,4,True,ISIC_0069013,train,SYN_RURAL_like,RURAL_like,very_low,d1425b0a56eb4aaf,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0069013.jpg
EXACT_PHASH_000076,PHASH_000579,2,False,4,True,ISIC_0071017,train,SYN_BCN_like,BCN_like,high,d1425b0a56eb4aaf,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0071017.jpg
EXACT_PHASH_000077,PHASH_000146,2,False,4,True,ISIC_0013109_downsampled,train,SYN_HAM_like,HAM_like,very_low,d199656e7199e065,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0013109_downsampled.jpg
EXACT_PHASH_000077,PHASH_000146,2,False,4,True,ISIC_0013163_downsampled,train,SYN_HAM_like,HAM_like,very_low,d199656e7199e065,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0013163_downsampled.jpg
EXACT_PHASH_000078,PHASH_000440,2,False,4,True,ISIC_0060606,val,SYN_RURAL_like,RURAL_like,low,d1c8f18a3a28f7a3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0060606.jpg
EXACT_PHASH_000078,PHASH_000440,2,False,4,True,ISIC_0062094,val,SYN_RURAL_like,RURAL_like,low,d1c8f18a3a28f7a3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0062094.jpg
EXACT_PHASH_000079,PHASH_000478,2,False,4,True,ISIC_0062259,train,SYN_RURAL_like,RURAL_like,very_low,d3a9c2a98aa9aba5,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0062259.jpg
EXACT_PHASH_000079,PHASH_000478,2,False,4,True,ISIC_0063226,train,SYN_BCN_like,BCN_like,very_low,d3a9c2a98aa9aba5,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0063226.jpg
EXACT_PHASH_000080,PHASH_000548,2,False,4,True,ISIC_0066143,train,SYN_RURAL_like,RURAL_like,high,d8e24bacde096aa3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0066143.jpg
EXACT_PHASH_000080,PHASH_000548,2,False,4,True,ISIC_0073147,train,SYN_RURAL_like,RURAL_like,high,d8e24bacde096aa3,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0073147.jpg
EXACT_PHASH_000081,PHASH_000106,3,True,4,True,ISIC_0061410,test,SYN_BCN_like,BCN_like,moderate,dee8fba0ec80e981,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0061410.jpg
EXACT_PHASH_000081,PHASH_000106,3,True,4,True,ISIC_0067061,test,SYN_BCN_like,BCN_like,moderate,dee8fba0ec80e981,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0067061.jpg
EXACT_PHASH_000082,PHASH_000394,2,False,4,True,ISIC_0058897,val,SYN_HAM_like,HAM_like,moderate,df4a7222cb8abc29,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0058897.jpg
EXACT_PHASH_000082,PHASH_000394,2,False,4,True,ISIC_0066549,val,SYN_HAM_like,HAM_like,moderate,df4a7222cb8abc29,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0066549.jpg
EXACT_PHASH_000083,PHASH_000393,2,False,4,True,ISIC_0058826,train,SYN_RURAL_like,RURAL_like,moderate,e4882d82bc2bcdaf,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0058826.jpg
EXACT_PHASH_000083,PHASH_000393,2,False,4,True,ISIC_0065665,train,SYN_RURAL_like,RURAL_like,moderate,e4882d82bc2bcdaf,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0065665.jpg
EXACT_PHASH_000084,PHASH_000040,4,False,4,True,ISIC_0060639,train,SYN_MSK_like,MSK_like,low,e66127e6439e9513,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0060639.jpg
EXACT_PHASH_000084,PHASH_000040,4,False,4,True,ISIC_0069079,train,SYN_MSK_like,MSK_like,low,e66127e6439e9513,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0069079.jpg
EXACT_PHASH_000085,PHASH_000334,2,False,4,True,ISIC_0056425,train,SYN_RURAL_like,RURAL_like,high,e6d2cb304ca3b34d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0056425.jpg
EXACT_PHASH_000085,PHASH_000334,2,False,4,True,ISIC_0071559,train,SYN_RURAL_like,RURAL_like,high,e6d2cb304ca3b34d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0071559.jpg
EXACT_PHASH_000086,PHASH_000253,2,False,4,True,ISIC_0054023,train,SYN_BCN_like,BCN_like,very_low,eae2caa2ca8be60d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0054023.jpg
EXACT_PHASH_000086,PHASH_000253,2,False,4,True,ISIC_0064545,train,SYN_BCN_like,BCN_like,very_low,eae2caa2ca8be60d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0064545.jpg
EXACT_PHASH_000087,PHASH_000524,2,False,4,True,ISIC_0064493,test,SYN_RURAL_like,RURAL_like,very_low,ee82678e91993c2d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0064493.jpg
EXACT_PHASH_000087,PHASH_000524,2,False,4,True,ISIC_0069439,test,SYN_RURAL_like,RURAL_like,very_low,ee82678e91993c2d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0069439.jpg
EXACT_PHASH_000088,PHASH_000277,2,False,4,True,ISIC_0054673,train,SYN_BCN_like,BCN_like,high,efe23620d983e60d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0054673.jpg
EXACT_PHASH_000088,PHASH_000277,2,False,4,True,ISIC_0068975,train,SYN_BCN_like,BCN_like,high,efe23620d983e60d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0068975.jpg
EXACT_PHASH_000089,PHASH_000428,2,False,4,True,ISIC_0060116,test,SYN_RURAL_like,RURAL_like,moderate,f116737ca9f24309,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0060116.jpg
EXACT_PHASH_000089,PHASH_000428,2,False,4,True,ISIC_0068354,test,SYN_RURAL_like,RURAL_like,moderate,f116737ca9f24309,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0068354.jpg
EXACT_PHASH_000090,PHASH_000444,2,False,4,True,ISIC_0060997,train,SYN_BCN_like,BCN_like,very_low,f2bafc82eca88147,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0060997.jpg
EXACT_PHASH_000090,PHASH_000444,2,False,4,True,ISIC_0072076,train,SYN_MSK_like,MSK_like,very_low,f2bafc82eca88147,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0072076.jpg
EXACT_PHASH_000091,PHASH_000452,2,False,4,True,ISIC_0061391,val,SYN_RURAL_like,RURAL_like,low,f30dc3ac0cd4e663,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0061391.jpg
EXACT_PHASH_000091,PHASH_000452,2,False,4,True,ISIC_0069118,val,SYN_RURAL_like,RURAL_like,low,f30dc3ac0cd4e663,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0069118.jpg
EXACT_PHASH_000092,PHASH_000256,2,False,4,True,ISIC_0054075,train,SYN_RURAL_like,RURAL_like,moderate,f9a2a948ab23e1cd,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0054075.jpg
EXACT_PHASH_000092,PHASH_000256,2,False,4,True,ISIC_0061861,train,SYN_RURAL_like,RURAL_like,moderate,f9a2a948ab23e1cd,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0061861.jpg
EXACT_PHASH_000093,PHASH_000279,2,False,4,True,ISIC_0054687,train,SYN_RURAL_like,RURAL_like,moderate,fcd0f948c602f8ab,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0054687.jpg
EXACT_PHASH_000093,PHASH_000279,2,False,4,True,ISIC_0059108,train,SYN_RURAL_like,RURAL_like,moderate,fcd0f948c602f8ab,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0059108.jpg
EXACT_PHASH_000094,PHASH_000552,2,False,4,True,ISIC_0066634,val,SYN_RURAL_like,RURAL_like,low,fda28eae7032e489,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0066634.jpg
EXACT_PHASH_000094,PHASH_000552,2,False,4,True,ISIC_0067608,val,SYN_RURAL_like,RURAL_like,low,fda28eae7032e489,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0067608.jpg
EXACT_PHASH_000095,PHASH_000455,2,False,4,True,ISIC_0061437,train,SYN_RURAL_like,RURAL_like,moderate,ffc8e9c2f201891d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0061437.jpg
EXACT_PHASH_000095,PHASH_000455,2,False,4,True,ISIC_0063677,train,SYN_RURAL_like,RURAL_like,moderate,ffc8e9c2f201891d,data/raw/isic2019/ISIC_2019_Training_Input/ISIC_0063677.jpg
