image_id,llava_med_head,clip_probe_head
ISIC_0027111,a0,a0
ISIC_0027116,a0,a0
ISIC_0027121,a3,a0
ISIC_0027133,a0,a0
ISIC_0027135,a1,a2
ISIC_0027139,a0,a0
ISIC_0027140,a1,a0
ISIC_0027156,a0,a0
ISIC_0027170,a0,a0
ISIC_0027176,a1,a0
ISIC_0027183,a3,a1
ISIC_0027186,a0,a0
ISIC_0027194,a1,a1
ISIC_0027196,a1,a0
ISIC_0027200,a0,a0
ISIC_0027209,a0,a0
ISIC_0027212,a0,a0
ISIC_0027221,a1,a0
ISIC_0027222,a0,a0
ISIC_0027237,a0,a0
ISIC_0027245,a2,a0
ISIC_0027258,a0,a0
ISIC_0027263,a0,a2
ISIC_0027264,a2,a0
ISIC_0027265,a0,a0
ISIC_0027274,a0,a0
ISIC_0027283,a0,a0
ISIC_0027289,a0,a0
ISIC_0027295,a0,a1
ISIC_0027296,a0,a0
ISIC_0027305,a1,a0
ISIC_0027311,a0,a0
ISIC_0027314,a0,a0
ISIC_0027326,a0,a0
ISIC_0027337,a0,a1
ISIC_0027339,a1,a0
ISIC_0027347,a0,a0
ISIC_0027352,a0,a1
ISIC_0027356,a0,a0
ISIC_0027368,a0,a0
ISIC_0027375,a0,a0
ISIC_0027381,a1,a0
ISIC_0027382,a0,a0
ISIC_0027384,a0,a0
ISIC_0027386,a0,a0
ISIC_0027392,a0,a2
ISIC_0027394,a0,a1
ISIC_0027396,a1,a0
ISIC_0027412,a0,a0
ISIC_0027419,a0,a2
ISIC_0027428,a0,a0
ISIC_0027429,a0,a0
ISIC_0027431,a0,a0
ISIC_0027434,a0,a0
ISIC_0027438,a1,a0
ISIC_0027439,a0,a0
ISIC_0027444,a0,a1
ISIC_0027446,a0,a0
ISIC_0027448,a0,a0
ISIC_0027449,a0,a0
ISIC_0027461,a1,a0
ISIC_0027465,a0,a0
ISIC_0027467,a0,a0
ISIC_0027470,a1,a0
ISIC_0027472,a1,a0
ISIC_0027473,a3,a2
ISIC_0027479,a0,a0
ISIC_0027484,a2,a0
ISIC_0027489,a0,a0
ISIC_0027510,a0,a0
ISIC_0027512,a1,a2
ISIC_0027514,a3,a0
ISIC_0027521,a1,a0
ISIC_0027525,a1,a1
ISIC_0027534,a0,a0
ISIC_0027542,a0,a0
ISIC_0027544,a0,a1
ISIC_0027546,a1,a1
ISIC_0027558,a0,a0
ISIC_0027573,a0,a1
ISIC_0027578,a0,a2
ISIC_0027584,a0,a1
ISIC_0027591,a1,a0
ISIC_0027596,a0,a0
ISIC_0027612,a0,a0
ISIC_0027624,a1,a0
ISIC_0027630,a0,a0
ISIC_0027634,a0,a0
ISIC_0027639,a1,a1
ISIC_0027647,a0,a0
ISIC_0027670,a0,a1
ISIC_0027672,a0,a0
ISIC_0027674,a1,a0
ISIC_0027677,a0,a2
ISIC_0027682,a1,a0
ISIC_0027683,a0,a0
ISIC_0027685,a2,a0
ISIC_0027687,a1,a0
ISIC_0027690,a1,a0
ISIC_0027694,a0,a0
ISIC_0027710,a0,a0
ISIC_0027714,a1,a1
ISIC_0027716,a1,a0
ISIC_0027717,a1,a0
ISIC_0027718,a1,a0
ISIC_0027721,a1,a2
ISIC_0027731,a0,a0
ISIC_0027736,a0,a0
ISIC_0027750,a0,a0
ISIC_0027751,a0,a2
ISIC_0027761,a0,a0
ISIC_0027769,a3,a0
ISIC_0027770,a0,a0
ISIC_0027783,a1,a0
ISIC_0027797,a0,a0
ISIC_0027802,a0,a1
ISIC_0027811,a1,a1
ISIC_0027812,a3,a0
ISIC_0027816,a1,a0
ISIC_0027820,a0,a1
ISIC_0027822,a1,a0
ISIC_0027840,a0,a1
ISIC_0027842,a1,a0
ISIC_0027852,a1,a1
ISIC_0027855,a0,a0
ISIC_0027863,a0,a3
ISIC_0027868,a0,a0
ISIC_0027873,a1,a0
ISIC_0027878,a0,a0
ISIC_0027881,a0,a0
ISIC_0027887,a0,a0
ISIC_0027892,a0,a0
ISIC_0027896,a0,a1
ISIC_0027897,a1,a0
ISIC_0027908,a0,a2
ISIC_0027913,a0,a0
ISIC_0027917,a0,a0
ISIC_0027927,a0,a0
ISIC_0027930,a2,a0
ISIC_0027944,a1,a0
ISIC_0027947,a0,a0
ISIC_0027953,a1,a1
ISIC_0027958,a1,a1
ISIC_0027975,a1,a0
ISIC_0027982,a0,a0
ISIC_0027984,a0,a1
ISIC_0027986,a0,a0
ISIC_0027988,a1,a0
ISIC_0027992,a0,a0
ISIC_0027997,a0,a1
ISIC_0028001,a3,a0
ISIC_0028003,a0,a0
ISIC_0028007,a0,a0
ISIC_0028008,a0,a0
ISIC_0028011,a0,a0
ISIC_0028015,a1,a0
ISIC_0028017,a1,a0
ISIC_0028038,a3,a0
ISIC_0028053,a0,a0
ISIC_0028059,a1,a2
ISIC_0028060,a0,a0
ISIC_0028062,a3,a0
ISIC_0028063,a1,a1
ISIC_0028066,a0,a0
ISIC_0028072,a1,a0
ISIC_0028078,a0,a0
ISIC_0028090,a0,a0
ISIC_0028099,a1,a0
ISIC_0028105,a0,a0
ISIC_0028107,a0,a3
ISIC_0028109,a1,a0
ISIC_0028130,a3,a1
ISIC_0028148,a0,a0
ISIC_0028149,a1,a0
ISIC_0028152,a1,a0
ISIC_0028153,a1,a0
ISIC_0028173,a0,a1
ISIC_0028176,a2,a0
ISIC_0028196,a3,a0
ISIC_0028223,a1,a1
ISIC_0028229,a0,a1
ISIC_0028232,a1,a3
ISIC_0028235,a0,a0
ISIC_0028236,a0,a1
ISIC_0028249,a1,a0
ISIC_0028265,a0,a2
ISIC_0028291,a0,a1
ISIC_0028301,a1,a0
ISIC_0028305,a1,a0
ISIC_0028306,a1,a2
ISIC_0028311,a0,a0
ISIC_0028323,a0,a2
ISIC_0028326,a2,a2
ISIC_0028329,a0,a2
ISIC_0028331,a1,a0
ISIC_0028332,a1,a0
ISIC_0028344,a0,a1
ISIC_0028350,a1,a2
ISIC_0028358,a0,a0
ISIC_0028376,a0,a0
ISIC_0028380,a1,a0
ISIC_0028409,a1,a0
ISIC_0028413,a0,a0
ISIC_0028428,a0,a0
ISIC_0028434,a0,a0
ISIC_0028441,a0,a0
ISIC_0028444,a1,a0
ISIC_0028460,a1,a3
ISIC_0028461,a1,a1
ISIC_0028466,a0,a0
ISIC_0028468,a1,a0
ISIC_0028470,a0,a0
ISIC_0028475,a0,a0
ISIC_0028487,a0,a0
ISIC_0028496,a0,a1
ISIC_0028504,a1,a0
ISIC_0028507,a1,a1
ISIC_0028510,a0,a0
ISIC_0028517,a1,a2
ISIC_0028526,a0,a0
ISIC_0028528,a0,a2
ISIC_0028529,a0,a0
ISIC_0028534,a0,a0
ISIC_0028542,a0,a2
ISIC_0028543,a0,a0
ISIC_0028549,a0,a0
ISIC_0028554,a1,a0
ISIC_0028555,a0,a1
ISIC_0028560,a3,a0
ISIC_0028578,a0,a0
ISIC_0028580,a0,a0
ISIC_0028586,a1,a0
ISIC_0028589,a0,a2
ISIC_0028603,a0,a0
ISIC_0028604,a1,a0
ISIC_0028608,a2,a1
ISIC_0028612,a0,a0
ISIC_0028625,a0,a3
ISIC_0028649,a1,a0
ISIC_0028656,a0,a0
ISIC_0028658,a0,a0
ISIC_0028663,a1,a0
ISIC_0028676,a0,a0
ISIC_0028692,a0,a1
ISIC_0028703,a0,a0
ISIC_0028706,a2,a0
ISIC_0028723,a1,a0
ISIC_0028731,a0,a0
ISIC_0028733,a0,a0
ISIC_0028751,a1,a0
ISIC_0028756,a0,a0
ISIC_0028778,a0,a0
ISIC_0028790,a1,a2
ISIC_0028805,a0,a0
ISIC_0028806,a1,a0
ISIC_0028810,a0,a2
ISIC_0028811,a0,a0
ISIC_0028812,a3,a0
ISIC_0028816,a1,a2
ISIC_0028817,a0,a0
ISIC_0028819,a1,a0
ISIC_0028825,a1,a1
ISIC_0028828,a3,a0
ISIC_0028838,a0,a0
ISIC_0028862,a1,a0
ISIC_0028867,a1,a0
ISIC_0028880,a0,a0
ISIC_0028893,a0,a0
ISIC_0028897,a2,a1
ISIC_0028905,a1,a0
ISIC_0028911,a0,a0
ISIC_0028918,a1,a0
ISIC_0028919,a0,a0
ISIC_0028920,a1,a0
ISIC_0028923,a1,a0
ISIC_0028928,a0,a0
ISIC_0028932,a0,a0
ISIC_0028938,a0,a0
ISIC_0028947,a0,a0
ISIC_0028960,a0,a0
ISIC_0028963,a0,a0
ISIC_0028966,a0,a0
ISIC_0028967,a1,a0
ISIC_0028968,a0,a2
ISIC_0028979,a1,a0
ISIC_0029011,a0,a0
ISIC_0029013,a0,a0
ISIC_0029014,a1,a1
ISIC_0029019,a0,a0
ISIC_0029027,a0,a0
ISIC_0029032,a1,a1
ISIC_0029034,a0,a3
ISIC_0029045,a0,a0
ISIC_0029047,a1,a0
ISIC_0029048,a0,a0
ISIC_0029062,a0,a3
ISIC_0029063,a0,a0
ISIC_0029066,a0,a0
ISIC_0029084,a0,a0
ISIC_0029088,a3,a0
ISIC_0029109,a0,a0
ISIC_0029113,a0,a0
ISIC_0029114,a0,a0
ISIC_0029118,a0,a0
ISIC_0029123,a1,a2
ISIC_0029127,a1,a0
ISIC_0029130,a2,a0
ISIC_0029132,a0,a0
ISIC_0029135,a0,a0
ISIC_0029145,a0,a0
ISIC_0029146,a0,a2
ISIC_0029153,a0,a0
ISIC_0029158,a0,a0
ISIC_0029161,a1,a0
ISIC_0029186,a1,a0
ISIC_0029190,a0,a0
ISIC_0029218,a2,a0
ISIC_0029219,a0,a0
ISIC_0029221,a1,a1
ISIC_0029223,a0,a0
ISIC_0029225,a0,a0
ISIC_0029232,a0,a0
ISIC_0029242,a3,a2
ISIC_0029248,a1,a0
ISIC_0029251,a0,a0
ISIC_0029253,a0,a0
ISIC_0029254,a0,a1
ISIC_0029257,a0,a1
ISIC_0029262,a0,a0
ISIC_0029279,a0,a3
ISIC_0029280,a2,a0
ISIC_0029295,a1,a0
ISIC_0029307,a1,a0
ISIC_0029308,a0,a1
ISIC_0029313,a0,a0
ISIC_0029317,a0,a0
ISIC_0029318,a0,a2
ISIC_0029331,a0,a2
ISIC_0029344,a0,a0
ISIC_0029354,a0,a0
ISIC_0029367,a0,a0
ISIC_0029372,a0,a2
ISIC_0029385,a0,a0
ISIC_0029403,a0,a0
ISIC_0029408,a0,a0
ISIC_0029414,a0,a0
ISIC_0029417,a1,a1
ISIC_0029423,a0,a0
ISIC_0029432,a0,a2
ISIC_0029441,a0,a0
ISIC_0029445,a0,a0
ISIC_0029450,a0,a0
ISIC_0029453,a3,a0
ISIC_0029473,a0,a2
ISIC_0029475,a1,a0
ISIC_0029477,a0,a0
ISIC_0029488,a0,a0
ISIC_0029498,a0,a0
ISIC_0029506,a0,a0
ISIC_0029510,a3,a0
ISIC_0029514,a0,a0
ISIC_0029529,a0,a0
ISIC_0029532,a2,a0
ISIC_0029536,a0,a0
ISIC_0029541,a0,a2
ISIC_0029551,a1,a0
ISIC_0029558,a0,a2
ISIC_0029562,a1,a1
ISIC_0029567,a1,a2
ISIC_0029568,a0,a2
ISIC_0029573,a0,a1
ISIC_0029577,a0,a2
ISIC_0029579,a1,a0
ISIC_0029580,a0,a1
ISIC_0029581,a0,a0
ISIC_0029602,a0,a1
ISIC_0029607,a1,a0
ISIC_0029611,a2,a0
ISIC_0029619,a3,a0
ISIC_0029621,a0,a0
ISIC_0029646,a0,a0
ISIC_0029669,a1,a0
ISIC_0029670,a2,a0
ISIC_0029671,a1,a0
ISIC_0029683,a0,a3
ISIC_0029689,a0,a0
ISIC_0029690,a2,a0
ISIC_0029695,a0,a0
ISIC_0029698,a3,a3
ISIC_0029712,a0,a0
ISIC_0029757,a0,a0
ISIC_0029762,a1,a0
ISIC_0029772,a1,a0
ISIC_0029773,a1,a0
ISIC_0029782,a1,a0
ISIC_0029793,a0,a0
ISIC_0029794,a1,a0
ISIC_0029810,a1,a1
ISIC_0029814,a0,a2
ISIC_0029821,a1,a0
ISIC_0029851,a3,a3
ISIC_0029854,a0,a0
ISIC_0029856,a0,a2
ISIC_0029862,a0,a0
ISIC_0029866,a0,a0
ISIC_0029878,a0,a0
ISIC_0029880,a0,a1
ISIC_0029893,a0,a1
ISIC_0029894,a0,a0
ISIC_0029905,a0,a0
ISIC_0029906,a0,a0
ISIC_0029915,a0,a1
ISIC_0029917,a1,a2
ISIC_0029919,a0,a2
ISIC_0029936,a3,a0
ISIC_0029945,a2,a1
ISIC_0029947,a0,a0
ISIC_0029948,a0,a0
ISIC_0029956,a0,a0
ISIC_0029961,a1,a0
ISIC_0029970,a0,a0
ISIC_0029973,a0,a0
ISIC_0029977,a0,a0
ISIC_0029978,a1,a2
ISIC_0029980,a3,a0
ISIC_0029985,a0,a2
ISIC_0030015,a2,a1
ISIC_0030033,a1,a0
ISIC_0030041,a0,a0
ISIC_0030047,a1,a1
ISIC_0030051,a0,a0
ISIC_0030060,a0,a3
ISIC_0030076,a0,a2
ISIC_0030090,a3,a0
ISIC_0030092,a0,a0
ISIC_0030123,a1,a1
ISIC_0030129,a0,a2
ISIC_0030139,a0,a0
ISIC_0030145,a1,a0
ISIC_0030159,a0,a0
ISIC_0030161,a1,a0
ISIC_0030162,a0,a0
ISIC_0030171,a0,a0
ISIC_0030177,a1,a1
ISIC_0030180,a0,a0
ISIC_0030182,a1,a0
ISIC_0030211,a1,a3
ISIC_0030213,a0,a0
ISIC_0030219,a0,a1
ISIC_0030225,a0,a1
ISIC_0030231,a0,a1
ISIC_0030232,a0,a0
ISIC_0030234,a0,a0
ISIC_0030238,a0,a0
ISIC_0030240,a0,a1
ISIC_0030248,a2,a0
ISIC_0030252,a0,a0
ISIC_0030259,a0,a0
ISIC_0030261,a0,a1
ISIC_0030263,a0,a0
ISIC_0030266,a1,a0
ISIC_0030276,a0,a1
ISIC_0030280,a1,a3
ISIC_0030285,a0,a0
ISIC_0030286,a0,a0
ISIC_0030288,a1,a0
ISIC_0030298,a0,a0
ISIC_0030302,a0,a0
ISIC_0030308,a0,a0
ISIC_0030318,a1,a0
ISIC_0030330,a0,a0
ISIC_0030334,a0,a0
ISIC_0030341,a0,a2
ISIC_0030342,a1,a0
ISIC_0030346,a3,a1
ISIC_0030364,a0,a0
ISIC_0030388,a1,a0
ISIC_0030389,a1,a0
ISIC_0030403,a0,a2
ISIC_0030404,a0,a0
ISIC_0030405,a1,a0
ISIC_0030418,a0,a0
ISIC_0030433,a1,a0
ISIC_0030439,a0,a0
ISIC_0030442,a0,a1
ISIC_0030446,a0,a2
ISIC_0030449,a0,a0
ISIC_0030450,a0,a0
ISIC_0030455,a3,a0
ISIC_0030471,a1,a0
ISIC_0030472,a0,a0
ISIC_0030478,a0,a0
ISIC_0030480,a0,a0
ISIC_0030495,a0,a0
ISIC_0030504,a1,a2
ISIC_0030508,a3,a0
ISIC_0030509,a0,a0
ISIC_0030518,a0,a0
ISIC_0030533,a0,a1
ISIC_0030537,a0,a0
ISIC_0030544,a0,a0
ISIC_0030550,a0,a0
ISIC_0030556,a0,a0
ISIC_0030572,a0,a0
ISIC_0030575,a0,a0
ISIC_0030578,a1,a0
ISIC_0030580,a3,a0
ISIC_0030585,a0,a1
ISIC_0030586,a0,a1
ISIC_0030587,a0,a0
ISIC_0030593,a1,a0
ISIC_0030595,a1,a0
ISIC_0030610,a0,a0
ISIC_0030624,a0,a0
ISIC_0030639,a1,a0
ISIC_0030643,a0,a0
ISIC_0030647,a1,a0
ISIC_0030648,a1,a0
ISIC_0030653,a0,a0
ISIC_0030657,a1,a0
ISIC_0030659,a0,a1
ISIC_0030661,a1,a2
ISIC_0030677,a0,a1
ISIC_0030697,a1,a0
ISIC_0030699,a0,a0
ISIC_0030701,a1,a0
ISIC_0030702,a0,a0
ISIC_0030718,a3,a0
ISIC_0030721,a0,a0
ISIC_0030723,a1,a1
ISIC_0030724,a0,a0
ISIC_0030728,a1,a0
ISIC_0030738,a0,a0
ISIC_0030742,a0,a0
ISIC_0030749,a0,a0
ISIC_0030756,a0,a2
ISIC_0030758,a0,a0
ISIC_0030773,a0,a0
ISIC_0030774,a0,a0
ISIC_0030776,a0,a0
ISIC_0030782,a0,a2
ISIC_0030799,a0,a0
ISIC_0030800,a0,a2
ISIC_0030820,a2,a0
ISIC_0030834,a1,a0
ISIC_0030844,a0,a2
ISIC_0030847,a1,a2
ISIC_0030848,a0,a0
ISIC_0030869,a0,a0
ISIC_0030884,a1,a0
ISIC_0030889,a2,a0
ISIC_0030901,a0,a1
ISIC_0030903,a0,a0
ISIC_0030904,a1,a0
ISIC_0030914,a0,a0
ISIC_0030919,a0,a1
ISIC_0030927,a0,a0
ISIC_0030928,a1,a0
ISIC_0030944,a0,a0
ISIC_0030953,a0,a3
ISIC_0030958,a0,a0
ISIC_0030962,a0,a0
ISIC_0030964,a0,a1
ISIC_0030974,a0,a0
ISIC_0030977,a0,a1
ISIC_0030995,a0,a1
ISIC_0031000,a0,a1
ISIC_0031003,a0,a0
ISIC_0031007,a0,a1
ISIC_0031018,a0,a0
ISIC_0031034,a0,a0
ISIC_0031047,a3,a0
ISIC_0031056,a0,a2
ISIC_0031068,a2,a0
ISIC_0031074,a1,a1
ISIC_0031076,a0,a0
ISIC_0031081,a0,a1
ISIC_0031099,a0,a0
ISIC_0031100,a0,a0
ISIC_0031107,a0,a0
ISIC_0031109,a0,a0
ISIC_0031126,a0,a1
ISIC_0031127,a0,a0
ISIC_0031128,a0,a0
ISIC_0031130,a1,a0
ISIC_0031132,a0,a0
ISIC_0031137,a1,a0
ISIC_0031160,a0,a0
ISIC_0031169,a1,a1
ISIC_0031205,a1,a0
ISIC_0031207,a1,a0
ISIC_0031220,a0,a0
ISIC_0031224,a1,a0
ISIC_0031233,a1,a0
ISIC_0031234,a0,a0
ISIC_0031248,a0,a0
ISIC_0031260,a0,a0
ISIC_0031266,a0,a2
ISIC_0031273,a0,a0
ISIC_0031275,a0,a0
ISIC_0031279,a0,a0
ISIC_0031281,a0,a0
ISIC_0031285,a0,a0
ISIC_0031288,a0,a0
ISIC_0031293,a0,a0
ISIC_0031297,a0,a0
ISIC_0031305,a0,a0
ISIC_0031309,a0,a0
ISIC_0031314,a3,a1
ISIC_0031322,a0,a0
ISIC_0031324,a0,a0
ISIC_0031325,a1,a0
ISIC_0031326,a0,a1
ISIC_0031347,a0,a0
ISIC_0031353,a2,a0
ISIC_0031374,a1,a0
ISIC_0031376,a0,a0
ISIC_0031378,a0,a0
ISIC_0031379,a0,a0
ISIC_0031380,a0,a2
ISIC_0031388,a0,a0
ISIC_0031391,a0,a0
ISIC_0031396,a1,a0
ISIC_0031405,a0,a0
ISIC_0031411,a2,a0
ISIC_0031412,a1,a0
ISIC_0031413,a0,a3
ISIC_0031416,a2,a0
ISIC_0031428,a0,a2
ISIC_0031429,a1,a1
ISIC_0031440,a0,a0
ISIC_0031441,a0,a0
ISIC_0031442,a1,a2
ISIC_0031445,a0,a0
ISIC_0031455,a0,a0
ISIC_0031471,a1,a0
ISIC_0031474,a1,a0
ISIC_0031481,a1,a1
ISIC_0031486,a0,a0
ISIC_0031487,a0,a0
ISIC_0031489,a0,a0
ISIC_0031490,a0,a0
ISIC_0031492,a0,a0
ISIC_0031494,a1,a1
ISIC_0031497,a0,a0
ISIC_0031508,a0,a0
ISIC_0031515,a3,a1
ISIC_0031527,a3,a1
ISIC_0031530,a0,a0
ISIC_0031531,a0,a2
ISIC_0031535,a0,a0
ISIC_0031541,a0,a0
ISIC_0031544,a1,a0
ISIC_0031545,a0,a0
ISIC_0031555,a0,a0
ISIC_0031590,a0,a0
ISIC_0031592,a0,a0
ISIC_0031606,a1,a0
ISIC_0031611,a0,a0
ISIC_0031613,a1,a0
ISIC_0031615,a0,a0
ISIC_0031616,a0,a0
ISIC_0031620,a1,a1
ISIC_0031627,a1,a0
ISIC_0031638,a0,a0
ISIC_0031643,a0,a2
ISIC_0031645,a0,a0
ISIC_0031650,a3,a1
ISIC_0031652,a0,a0
ISIC_0031663,a3,a0
ISIC_0031668,a0,a0
ISIC_0031675,a1,a0
ISIC_0031688,a1,a0
ISIC_0031691,a0,a0
ISIC_0031710,a1,a1
ISIC_0031711,a1,a3
ISIC_0031713,a0,a1
ISIC_0031722,a0,a0
ISIC_0031723,a1,a0
ISIC_0031724,a0,a0
ISIC_0031726,a0,a0
ISIC_0031727,a0,a0
ISIC_0031740,a0,a0
ISIC_0031748,a0,a0
ISIC_0031763,a1,a0
ISIC_0031768,a3,a0
ISIC_0031772,a1,a0
ISIC_0031775,a0,a0
ISIC_0031785,a0,a0
ISIC_0031790,a0,a0
ISIC_0031796,a1,a0
ISIC_0031798,a2,a0
ISIC_0031801,a2,a0
ISIC_0031806,a0,a2
ISIC_0031815,a1,a0
ISIC_0031817,a1,a0
ISIC_0031821,a1,a0
ISIC_0031824,a0,a1
ISIC_0031825,a0,a1
ISIC_0031834,a0,a0
ISIC_0031837,a0,a0
ISIC_0031839,a0,a2
ISIC_0031860,a0,a0
ISIC_0031861,a0,a0
ISIC_0031866,a0,a0
ISIC_0031877,a0,a0
ISIC_0031878,a0,a0
ISIC_0031879,a1,a0
ISIC_0031883,a1,a0
ISIC_0031884,a0,a0
ISIC_0031886,a0,a0
ISIC_0031887,a0,a0
ISIC_0031890,a3,a1
ISIC_0031903,a0,a0
ISIC_0031910,a1,a0
ISIC_0031924,a0,a0
ISIC_0031930,a2,a3
ISIC_0031934,a1,a0
ISIC_0031936,a0,a0
ISIC_0031945,a0,a0
ISIC_0031948,a2,a0
ISIC_0031950,a0,a0
ISIC_0031964,a1,a0
ISIC_0031970,a3,a0
ISIC_0031975,a1,a1
ISIC_0031979,a2,a0
ISIC_0031988,a1,a0
ISIC_0031995,a2,a0
ISIC_0031998,a1,a0
ISIC_0032003,a0,a0
ISIC_0032004,a0,a0
ISIC_0032006,a0,a1
ISIC_0032011,a0,a0
ISIC_0032012,a1,a0
ISIC_0032027,a0,a1
ISIC_0032051,a0,a0
ISIC_0032052,a0,a0
ISIC_0032055,a0,a0
ISIC_0032063,a3,a0
ISIC_0032064,a1,a0
ISIC_0032066,a1,a0
ISIC_0032067,a0,a1
ISIC_0032070,a0,a2
ISIC_0032072,a0,a2
ISIC_0032073,a3,a0
ISIC_0032074,a0,a0
ISIC_0032084,a1,a0
ISIC_0032087,a1,a0
ISIC_0032097,a1,a0
ISIC_0032111,a1,a0
ISIC_0032115,a1,a0
ISIC_0032131,a0,a0
ISIC_0032153,a3,a0
ISIC_0032163,a1,a0
ISIC_0032171,a0,a0
ISIC_0032175,a0,a2
ISIC_0032177,a3,a0
ISIC_0032187,a0,a3
ISIC_0032188,a0,a0
ISIC_0032194,a0,a2
ISIC_0032202,a0,a0
ISIC_0032207,a0,a0
ISIC_0032211,a0,a0
ISIC_0032218,a0,a0
ISIC_0032223,a3,a0
ISIC_0032225,a2,a0
ISIC_0032229,a0,a0
ISIC_0032231,a0,a0
ISIC_0032235,a0,a0
ISIC_0032242,a1,a0
ISIC_0032247,a0,a1
ISIC_0032248,a0,a3
ISIC_0032260,a3,a0
ISIC_0032264,a2,a0
ISIC_0032267,a0,a0
ISIC_0032274,a0,a0
ISIC_0032313,a0,a2
ISIC_0032317,a0,a0
ISIC_0032321,a0,a0
ISIC_0032323,a1,a0
ISIC_0032325,a0,a0
ISIC_0032328,a0,a0
ISIC_0032330,a0,a0
ISIC_0032332,a1,a0
ISIC_0032334,a0,a1
ISIC_0032343,a0,a2
ISIC_0032355,a0,a0
ISIC_0032360,a0,a0
ISIC_0032380,a0,a0
ISIC_0032385,a0,a0
ISIC_0032387,a0,a0
ISIC_0032392,a0,a0
ISIC_0032400,a0,a1
ISIC_0032406,a0,a0
ISIC_0032415,a0,a2
ISIC_0032421,a0,a0
ISIC_0032430,a1,a1
ISIC_0032434,a0,a0
ISIC_0032449,a0,a0
ISIC_0032464,a0,a0
ISIC_0032465,a0,a0
ISIC_0032479,a0,a0
ISIC_0032482,a0,a1
ISIC_0032484,a0,a0
ISIC_0032487,a1,a0
ISIC_0032488,a0,a0
ISIC_0032489,a1,a0
ISIC_0032500,a0,a0
ISIC_0032503,a0,a0
ISIC_0032505,a1,a0
ISIC_0032506,a0,a0
ISIC_0032509,a1,a0
ISIC_0032511,a0,a3
ISIC_0032519,a0,a1
ISIC_0032526,a0,a0
ISIC_0032527,a0,a0
ISIC_0032530,a0,a2
ISIC_0032536,a0,a2
ISIC_0032537,a0,a2
ISIC_0032538,a0,a2
ISIC_0032552,a1,a0
ISIC_0032563,a1,a0
ISIC_0032575,a0,a0
ISIC_0032579,a0,a0
ISIC_0032583,a0,a2
ISIC_0032591,a1,a0
ISIC_0032593,a1,a0
ISIC_0032594,a1,a0
ISIC_0032596,a0,a3
ISIC_0032599,a0,a2
ISIC_0032606,a0,a0
ISIC_0032607,a0,a0
ISIC_0032613,a1,a2
ISIC_0032638,a0,a0
ISIC_0032649,a1,a0
ISIC_0032653,a0,a0
ISIC_0032655,a0,a0
ISIC_0032657,a1,a0
ISIC_0032658,a0,a0
ISIC_0032667,a1,a1
ISIC_0032669,a1,a0
ISIC_0032670,a0,a0
ISIC_0032675,a0,a1
ISIC_0032732,a0,a0
ISIC_0032737,a0,a0
ISIC_0032747,a1,a0
ISIC_0032752,a0,a0
ISIC_0032755,a0,a0
ISIC_0032758,a0,a0
ISIC_0032762,a1,a0
ISIC_0032772,a0,a0
ISIC_0032778,a0,a0
ISIC_0032781,a1,a0
ISIC_0032785,a0,a0
ISIC_0032792,a0,a0
ISIC_0032793,a2,a0
ISIC_0032797,a0,a2
ISIC_0032804,a0,a2
ISIC_0032810,a0,a2
ISIC_0032813,a0,a1
ISIC_0032815,a1,a0
ISIC_0032816,a0,a0
ISIC_0032830,a0,a0
ISIC_0032831,a0,a2
ISIC_0032839,a1,a1
ISIC_0032841,a0,a2
ISIC_0032855,a0,a0
ISIC_0032856,a1,a1
ISIC_0032862,a0,a2
ISIC_0032869,a0,a3
ISIC_0032883,a3,a1
ISIC_0032909,a1,a0
ISIC_0032922,a0,a3
ISIC_0032932,a1,a1
ISIC_0032936,a0,a2
ISIC_0032938,a2,a1
ISIC_0032939,a0,a0
ISIC_0032946,a1,a0
ISIC_0032964,a0,a0
ISIC_0032972,a0,a0
ISIC_0032975,a0,a3
ISIC_0032980,a0,a0
ISIC_0032982,a0,a0
ISIC_0032984,a0,a2
ISIC_0032985,a3,a1
ISIC_0032991,a0,a2
ISIC_0032992,a0,a0
ISIC_0032997,a0,a0
ISIC_0032999,a0,a0
ISIC_0033001,a0,a2
ISIC_0033002,a1,a0
ISIC_0033015,a0,a0
ISIC_0033017,a1,a2
ISIC_0033025,a0,a0
ISIC_0033030,a1,a0
ISIC_0033053,a1,a0
ISIC_0033054,a1,a2
ISIC_0033065,a0,a0
ISIC_0033071,a0,a0
ISIC_0033072,a0,a0
ISIC_0033073,a1,a2
ISIC_0033077,a1,a0
ISIC_0033079,a0,a2
ISIC_0033089,a2,a2
ISIC_0033094,a0,a0
ISIC_0033098,a0,a0
ISIC_0033104,a3,a0
ISIC_0033116,a0,a0
ISIC_0033125,a1,a3
ISIC_0033134,a3,a0
ISIC_0033135,a0,a2
ISIC_0033147,a0,a0
ISIC_0033149,a1,a1
ISIC_0033151,a1,a1
ISIC_0033153,a1,a0
ISIC_0033162,a1,a1
ISIC_0033163,a0,a0
ISIC_0033166,a0,a0
ISIC_0033174,a0,a1
ISIC_0033189,a0,a0
ISIC_0033193,a0,a3
ISIC_0033196,a0,a0
ISIC_0033203,a1,a1
ISIC_0033214,a0,a0
ISIC_0033218,a1,a2
ISIC_0033229,a0,a0
ISIC_0033232,a0,a2
ISIC_0033236,a3,a0
ISIC_0033237,a0,a0
ISIC_0033238,a0,a1
ISIC_0033239,a0,a1
ISIC_0033249,a1,a2
