image_id,cluster_id,policy_id,slate_size,a_head,a_exec,intervention_type,intervened,Uz_head,Uz_exec,delta_authority_i
ISIC_0025545,cluster:b59a890c1f6a889b219e,bias_p000,4,a3,a0,down_substitution,True,-2.6999999999999997,0.0,-2.6999999999999997
ISIC_0025551,cluster:467faefd6ed4fd9bf461,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025555,cluster:1b037ffe78516be432c2,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025557,cluster:f672443f44585e4558c6,bias_p000,4,a3,a1,down_substitution,True,-2.3,-2.6,0.30000000000000027
ISIC_0025564,cluster:c4cb3941bc0cb262cdfe,bias_p000,4,a2,a2,none,False,0.0,0.0,0.0
ISIC_0025565,cluster:f47a537c4dace7de666f,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025568,cluster:9829d9ecb49eaf58f6af,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025583,cluster:f39905ac739026ba2743,bias_p000,4,a3,a0,down_substitution,True,-4.8,-1.3,-3.5
ISIC_0025587,cluster:8f417a45baa9b4b79f28,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025592,cluster:846323eb5753a83c756d,bias_p000,4,a0,a0,none,False,-18.0,-18.0,0.0
ISIC_0025594,cluster:eace7c613a643b300552,bias_p000,4,a2,a2,none,False,-2.6219999999999994,-2.6219999999999994,0.0
ISIC_0025596,cluster:6b2b6181d923f2d031de,bias_p000,4,a2,a0,down_substitution,True,-5.75,0.0,-5.75
ISIC_0025603,cluster:d23cb8d6d0a0bffa560c,bias_p000,4,a3,a0,down_substitution,True,0.0,-19.5,19.5
ISIC_0025605,cluster:f84cf010c63cfb214134,bias_p000,4,a0,a0,none,False,-4.8,-4.8,0.0
ISIC_0025612,cluster:76d6e5046df0121ea425,bias_p000,4,a2,a2,none,False,-2.25,-2.25,0.0
ISIC_0025614,cluster:60236d01a9b58e0c32b9,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025626,cluster:2a69021bb82094621e23,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025628,cluster:d09cab5be056baa02445,bias_p000,4,a2,a1,down_substitution,True,-4.6,-2.3,-2.3
ISIC_0025636,cluster:6148ff6fc5753db50006,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025652,cluster:07708d32bdf22994af4e,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025653,cluster:f9cda49a58d2fdd3a3c3,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025657,cluster:7c2b61a5ffee010162a6,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025658,cluster:1c1f08afaccd908b8844,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025659,cluster:b1dfe140ab8e55537b48,bias_p000,4,a0,a0,none,False,-1.8,-1.8,0.0
ISIC_0025662,cluster:2c3cb9bb4de8ab46fdf5,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025664,cluster:9436f53e5840bda4af27,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025680,cluster:ebbc562fd81d1a7fc791,bias_p000,4,a2,a1,down_substitution,True,-3.8,-1.9,-1.9
ISIC_0025695,cluster:09e57cf989462e0b8e3f,bias_p000,4,a3,a3,none,False,-2.8125,-2.8125,0.0
ISIC_0025697,cluster:4f54aa23597bc5d0d09c,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025701,cluster:89df4d13b91b01fbfeeb,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025702,cluster:20e9ccd564e80647d5df,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025703,cluster:3288a8a56cc3b0ddd330,bias_p000,4,a3,a3,none,False,-2.25,-2.25,0.0
ISIC_0025720,cluster:e691ac910594f0bce7e7,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025724,cluster:642fa5b0247260267aac,bias_p000,4,a0,a0,none,False,-15.600000000000001,-15.600000000000001,0.0
ISIC_0025725,cluster:94462ed80e6903d92770,bias_p000,4,a1,a1,none,False,-1.9,-1.9,0.0
ISIC_0025726,cluster:40b2cdabebedd5da3a96,bias_p000,4,a1,a0,down_substitution,True,-2.76,0.0,-2.76
ISIC_0025727,cluster:069d65e2dcd75803f1cb,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025737,cluster:d3edb366e173139286f7,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025751,cluster:77d80dac10e8340bb34c,bias_p000,4,a3,a3,none,False,0.0,0.0,0.0
ISIC_0025757,cluster:90f8d9c8864b66084ba6,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025758,cluster:1e5006179fbe798c2ca7,bias_p000,4,a0,a0,none,False,-1.3,-1.3,0.0
ISIC_0025762,cluster:41a6bc8ccbb8eda0e4ee,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025769,cluster:25f4173503b113f03e04,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025770,cluster:7d758944546eed210b6c,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025780,cluster:0d5dec3f72a9eb6d80ae,bias_p000,4,a3,a1,down_substitution,True,-2.3,-2.6,0.30000000000000027
ISIC_0025786,cluster:354f09f878b751921053,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025797,cluster:09bed4e22c0a04d38127,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025798,cluster:9192faeea7c231ca48f6,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025801,cluster:9285437b9f9bf2978c06,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025852,cluster:7d5ab3ffe054a5d06993,bias_p000,4,a3,a0,down_substitution,True,-7.5,0.0,-7.5
ISIC_0025856,cluster:f48a237d995f7ff4725a,bias_p000,4,a0,a0,none,False,-1.2349999999999999,-1.2349999999999999,0.0
ISIC_0025862,cluster:df7fc0bb74dff6a3bd6c,bias_p000,4,a1,a2,up_substitution,True,-1.7249999999999999,-3.4499999999999997,1.7249999999999999
ISIC_0025871,cluster:4c4b7beeaf2ab3c61897,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025877,cluster:15db29c778e12b7b9221,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025882,cluster:14b5b67b0a5a9b2b86de,bias_p000,4,a2,a0,down_substitution,True,-6.8999999999999995,0.0,-6.8999999999999995
ISIC_0025884,cluster:e877ff046659dc9e16a3,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025896,cluster:ec9091496ce1b76b95e0,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025923,cluster:261428a1faa28098fcb5,bias_p000,4,a3,a3,none,False,-2.5875,-2.5875,0.0
ISIC_0025927,cluster:88bb8a9002e6636478e5,bias_p000,4,a0,a0,none,False,-27.0,-27.0,0.0
ISIC_0025931,cluster:8e5921fdf16cddb7b14a,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025942,cluster:a694925c8ba7e7bc8820,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025943,cluster:9829d9ecb49eaf58f6af,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025957,cluster:f84cf010c63cfb214134,bias_p000,4,a0,a0,none,False,-4.8,-4.8,0.0
ISIC_0025960,cluster:f7ae5069935d3b55c6d8,bias_p000,4,a3,a1,down_substitution,True,-8.625,-2.875,-5.75
ISIC_0025976,cluster:6cd10fd4c4ad68e379c2,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025979,cluster:c205345fed98a1b80340,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0025992,cluster:c5f157e99bf91da9c8dd,bias_p000,4,a2,a1,down_substitution,True,0.0,-3.25,3.25
ISIC_0026022,cluster:77bfc5e89e99850f637c,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026023,cluster:8b74e5a5f4e0b676fd6f,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026038,cluster:e72a7b3bcfce4b5b71e5,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026043,cluster:338ebdfccc059b671eb5,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026048,cluster:d45aa46ee276047d57e4,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026052,cluster:091b4c7dcf070ad661af,bias_p000,4,a3,a0,down_substitution,True,-4.05,0.0,-4.05
ISIC_0026057,cluster:0e3395ead81f72d82d13,bias_p000,4,a3,a0,down_substitution,True,-8.625,0.0,-8.625
ISIC_0026058,cluster:0238d9f1010f23272d6e,bias_p000,4,a3,a0,down_substitution,True,-9.0,0.0,-9.0
ISIC_0026070,cluster:f501ade99bd915b7119e,bias_p000,4,a3,a2,down_substitution,True,-1.7099999999999997,-0.8549999999999999,-0.8549999999999999
ISIC_0026088,cluster:cbd610b93d28f1c23440,bias_p000,4,a2,a2,none,False,-1.8,-1.8,0.0
ISIC_0026093,cluster:08c534c47374a2b8ae53,bias_p000,4,a3,a1,down_substitution,True,-9.0,-3.0,-6.0
ISIC_0026094,cluster:63afa07c1dbd033bf9ab,bias_p000,4,a3,a3,none,False,0.0,0.0,0.0
ISIC_0026096,cluster:d32e0447a9885a8b3a2a,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026100,cluster:a67f97668587ce58cc61,bias_p000,4,a3,a0,down_substitution,True,0.0,-13.68,13.68
ISIC_0026110,cluster:c3625f9eaa7bf8bb4c9f,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026111,cluster:bb93b81511b0b20a3cf1,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026148,cluster:b26c10c997dbcb66b5b9,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026149,cluster:c5f157e99bf91da9c8dd,bias_p000,4,a2,a1,down_substitution,True,0.0,-3.25,3.25
ISIC_0026189,cluster:40ed5bb6b1dcf3719558,bias_p000,4,a3,a3,none,False,-3.8812499999999996,-3.8812499999999996,0.0
ISIC_0026203,cluster:a39d41ba32a56e2082dd,bias_p000,4,a3,a3,none,False,0.0,0.0,0.0
ISIC_0026211,cluster:a9baaab3bc9e1fb3d0e4,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026224,cluster:005c3ce9520064e40942,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026244,cluster:86125d5d1bd224c1a00e,bias_p000,4,a3,a0,down_substitution,True,-5.3999999999999995,0.0,-5.3999999999999995
ISIC_0026248,cluster:24ae61dfd3e9223a4433,bias_p000,4,a2,a1,down_substitution,True,-3.4499999999999997,0.0,-3.4499999999999997
ISIC_0026254,cluster:130055bc5696868a51f3,bias_p000,4,a2,a2,none,False,-2.15625,-2.15625,0.0
ISIC_0026265,cluster:42bed5628e8c44f2dff8,bias_p000,4,a3,a2,down_substitution,True,-3.4499999999999997,-1.7249999999999999,-1.7249999999999999
ISIC_0026267,cluster:307c5697d70f59d246b7,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026273,cluster:2b625a6914f19d536d7d,bias_p000,4,a3,a1,down_substitution,True,-3.8,0.0,-3.8
ISIC_0026280,cluster:1856fd4009a028f7ee7f,bias_p000,4,a0,a0,none,False,-1.71,-1.71,0.0
ISIC_0026283,cluster:f676fa723f24b8c6f183,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026285,cluster:89b053b7fd754df0c5d8,bias_p000,4,a3,a0,down_substitution,True,-10.35,0.0,-10.35
ISIC_0026293,cluster:1e418a032ec9f2aba85b,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026294,cluster:a4b2e7c3a2304c4eff7e,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026298,cluster:374db80902e80eafb691,bias_p000,4,a2,a1,down_substitution,True,-3.4499999999999997,0.0,-3.4499999999999997
ISIC_0026309,cluster:8b85259a2c1cd05b9a57,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026329,cluster:ef5146f15a03ebc4172f,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026332,cluster:2499ca72d7aca51530d9,bias_p000,4,a3,a0,down_substitution,True,-4.6575,0.0,-4.6575
ISIC_0026333,cluster:5130e765416fb1e7db18,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026342,cluster:25cadc76dbebd973fc65,bias_p000,4,a3,a0,down_substitution,True,-5.699999999999999,0.0,-5.699999999999999
ISIC_0026345,cluster:12297b686452df3cc795,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026352,cluster:b302d9fd2bb4523482cb,bias_p000,4,a3,a0,down_substitution,True,0.0,-13.68,13.68
ISIC_0026356,cluster:7fd3349c89debe039578,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026358,cluster:723dbff332b1797a5a9c,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026370,cluster:6e73ad0dd4f33bc5fc67,bias_p000,4,a3,a0,down_substitution,True,-3.0780000000000003,0.0,-3.0780000000000003
ISIC_0026376,cluster:bd1c4a1886bc5d2b675c,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026378,cluster:93a0938bab3b4ed2ee8c,bias_p000,4,a2,a2,none,False,-1.035,-1.035,0.0
ISIC_0026387,cluster:a78ce93f9d228b6aab7d,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026413,cluster:299b740f06e958f2c61d,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026416,cluster:816de90f47a5b48cae87,bias_p000,4,a1,a0,down_substitution,True,0.0,-1.625,1.625
ISIC_0026427,cluster:09e57cf989462e0b8e3f,bias_p000,4,a3,a3,none,False,-2.8125,-2.8125,0.0
ISIC_0026434,cluster:7ba369a05a5c9e64ce1a,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026440,cluster:b5e8cd1ba4cc2e9ca397,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026451,cluster:5417c633b87f6ab60cf5,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026453,cluster:989ce2cc8ba6c6364bd6,bias_p000,4,a3,a3,none,False,-1.035,-1.035,0.0
ISIC_0026454,cluster:7d276e1daf677f254519,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026455,cluster:da4b97eb99618da24200,bias_p000,4,a3,a0,down_substitution,True,-10.35,0.0,-10.35
ISIC_0026457,cluster:b524322b4f5bb16f496e,bias_p000,4,a2,a2,none,False,0.0,0.0,0.0
ISIC_0026458,cluster:ffac22563a7dcd24ad71,bias_p000,4,a3,a0,down_substitution,True,0.0,-20.52,20.52
ISIC_0026463,cluster:ee54ed19153c26c24ce9,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026466,cluster:474e182b4aa6c31fd2c2,bias_p000,4,a2,a2,none,False,-6.0,-6.0,0.0
ISIC_0026467,cluster:0f261995b3915cf96f63,bias_p000,4,a3,a0,down_substitution,True,-3.5999999999999996,0.0,-3.5999999999999996
ISIC_0026469,cluster:8b1a89378144b3877acf,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026474,cluster:371db9ef3692999b1b1e,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026477,cluster:06ec02d5fc1069eb3699,bias_p000,4,a0,a0,none,False,-1.5,-1.5,0.0
ISIC_0026486,cluster:6228747629b57f7386ed,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026495,cluster:56ce16df347e35ba8ad0,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026508,cluster:d82fc3344ea3a3293fa1,bias_p000,4,a3,a0,down_substitution,True,-3.932999999999999,0.0,-3.932999999999999
ISIC_0026516,cluster:642fa5b0247260267aac,bias_p000,4,a0,a0,none,False,-15.600000000000001,-15.600000000000001,0.0
ISIC_0026525,cluster:4242b08efde0a9f109c4,bias_p000,4,a2,a2,none,False,0.0,0.0,0.0
ISIC_0026526,cluster:9f2561fa9a8a8d7a1953,bias_p000,4,a2,a1,down_substitution,True,-2.6219999999999994,0.0,-2.6219999999999994
ISIC_0026534,cluster:b0c634651231d0865f84,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026541,cluster:76dbf5c2b8e8f5952353,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026552,cluster:ab0ca7e5657af0271728,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026561,cluster:790defcb7c3122fba7fc,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026568,cluster:c374489456688523bbca,bias_p000,4,a1,a0,down_substitution,True,-2.1849999999999996,0.0,-2.1849999999999996
ISIC_0026575,cluster:876c904f28bc7a95466a,bias_p000,4,a3,a1,down_substitution,True,-2.1849999999999996,-3.25,1.0650000000000004
ISIC_0026576,cluster:5c777047d66169dcb77e,bias_p000,4,a3,a1,down_substitution,True,-6.0,0.0,-6.0
ISIC_0026580,cluster:8765aecb29b03731075d,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026588,cluster:4358b6304d98bdb9d113,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026590,cluster:e8891a86abd264426c49,bias_p000,4,a0,a0,none,False,-1.2349999999999999,-1.2349999999999999,0.0
ISIC_0026592,cluster:f4fd1f8ae70dbd893f4a,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026602,cluster:fae385fa936a5f6f9845,bias_p000,4,a3,a0,down_substitution,True,-7.865999999999998,0.0,-7.865999999999998
ISIC_0026608,cluster:21629b120a43feb89aa5,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026618,cluster:941f1dfd5cabdcc692dd,bias_p000,4,a3,a0,down_substitution,True,-3.5397,0.0,-3.5397
ISIC_0026623,cluster:8591e255a5e18d6d57d7,bias_p000,4,a3,a2,down_substitution,True,-1.9664999999999995,-0.9832499999999997,-0.9832499999999997
ISIC_0026627,cluster:c7752f87bd65bc2e5a85,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026641,cluster:bb4e1aec308b63592cde,bias_p000,4,a3,a0,down_substitution,True,-3.932999999999999,0.0,-3.932999999999999
ISIC_0026647,cluster:0eef4793e1ed40efcbde,bias_p000,4,a0,a0,none,False,-27.0,-27.0,0.0
ISIC_0026653,cluster:a75cea5ebc1320b3009c,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026663,cluster:c18aed06a4ed0e715819,bias_p000,4,a3,a0,down_substitution,True,-4.6,-1.3,-3.3
ISIC_0026666,cluster:ab0ca7e5657af0271728,bias_p000,4,a1,a2,up_substitution,True,-1.035,-2.07,1.035
ISIC_0026670,cluster:941f1dfd5cabdcc692dd,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026678,cluster:d1c5bdc5bd4ac77b543d,bias_p000,4,a2,a1,down_substitution,True,-5.0,-2.5,-2.5
ISIC_0026688,cluster:0fecaebeede1dce17f25,bias_p000,4,a3,a0,down_substitution,True,-8.28,0.0,-8.28
ISIC_0026696,cluster:d8c8c16acf360a3c19f9,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026697,cluster:e462b53fd69f0ded52d5,bias_p000,4,a2,a1,down_substitution,True,-5.2,-10.4,5.2
ISIC_0026724,cluster:a4ca85e4d7044546a1c9,bias_p000,4,a3,a0,down_substitution,True,-10.35,0.0,-10.35
ISIC_0026728,cluster:d1fefe0e88b690919366,bias_p000,4,a3,a3,none,False,-2.15625,-2.15625,0.0
ISIC_0026729,cluster:f86d3ef4e2dc7cd5f261,bias_p000,4,a2,a2,none,False,0.0,0.0,0.0
ISIC_0026732,cluster:f133d50e7b8a2cf04ae9,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026737,cluster:25ab99cfedf5ca1e136e,bias_p000,4,a0,a0,none,False,-1.5,-1.5,0.0
ISIC_0026752,cluster:fe42f1fe2336e04ec907,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026754,cluster:4853b7d4689aaebf3123,bias_p000,4,a3,a0,down_substitution,True,0.0,-19.5,19.5
ISIC_0026755,cluster:a772765a65cb659c19ec,bias_p000,4,a2,a2,none,False,-2.25,-2.25,0.0
ISIC_0026766,cluster:b15f3efc701e687956e8,bias_p000,4,a0,a0,none,False,-4.56,-4.56,0.0
ISIC_0026771,cluster:37d986387f5ec63db613,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026774,cluster:2173cc1faf55c0fd5570,bias_p000,4,a0,a0,none,False,-13.68,-13.68,0.0
ISIC_0026781,cluster:8c08020cb734b220e551,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026786,cluster:70dfb533b82d8bd6ad28,bias_p000,4,a2,a2,none,False,-1.8,-1.8,0.0
ISIC_0026791,cluster:b96148868cd7e97306e1,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026801,cluster:1e1fb542f8ca5fb3b2b8,bias_p000,4,a3,a0,down_substitution,True,-7.5,0.0,-7.5
ISIC_0026803,cluster:75a60e7c51b6fd6a6e96,bias_p000,4,a0,a0,none,False,-1.8,-1.8,0.0
ISIC_0026810,cluster:254446ef4724733c4f9d,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026825,cluster:d5dc6e6926a9039676c0,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026827,cluster:c43fe5f0aa29e23f1848,bias_p000,4,a0,a0,none,False,-2.25,-2.25,0.0
ISIC_0026828,cluster:ade8ee7a04d8507594b1,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026831,cluster:014ed9d34c914356201b,bias_p000,4,a3,a1,down_substitution,True,-2.1849999999999996,-3.25,1.0650000000000004
ISIC_0026837,cluster:507b17e22fe20ae0ab10,bias_p000,4,a3,a0,down_substitution,True,-7.865999999999998,0.0,-7.865999999999998
ISIC_0026844,cluster:cfdd1fb9f81cc3f883b5,bias_p000,4,a3,a2,down_substitution,True,-3.312,-1.656,-1.656
ISIC_0026847,cluster:f7361f1493df5a9183d2,bias_p000,4,a3,a2,down_substitution,True,0.0,-7.2,7.2
ISIC_0026858,cluster:cc8d80b0e5028e98951d,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026862,cluster:53ee828f4a6b5e8ea7cf,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026863,cluster:4a0569c519b92af40366,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026868,cluster:6d8cc2668e2ad80e698d,bias_p000,4,a3,a3,none,False,0.0,0.0,0.0
ISIC_0026875,cluster:c8338d22e1deb09b073b,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026883,cluster:89efae845c4e5947ef73,bias_p000,4,a2,a2,none,False,-1.7249999999999999,-1.7249999999999999,0.0
ISIC_0026887,cluster:9829d9ecb49eaf58f6af,bias_p000,4,a3,a0,down_substitution,True,-4.103999999999999,0.0,-4.103999999999999
ISIC_0026893,cluster:86a1bc4acee3d4d06751,bias_p000,4,a3,a0,down_substitution,True,-3.5999999999999996,-1.14,-2.46
ISIC_0026898,cluster:c25ca99337b39ae128e8,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026900,cluster:329f0f08e4cce3ecd19a,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026904,cluster:2313cc9c3457056d7a55,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026912,cluster:d9ee574e7dc804ff78ee,bias_p000,4,a2,a1,down_substitution,True,-2.76,0.0,-2.76
ISIC_0026916,cluster:396023e4ef8fab0ecc78,bias_p000,4,a3,a0,down_substitution,True,0.0,-27.0,27.0
ISIC_0026917,cluster:db22ab5b9c4b3b5a21b6,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026919,cluster:dd17e95f1ed5a2aa8f12,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026922,cluster:9192faeea7c231ca48f6,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026923,cluster:0797790d2efe292734ed,bias_p000,4,a0,a0,none,False,-1.8,-1.8,0.0
ISIC_0026925,cluster:0c25d83be19d84f47da9,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026947,cluster:397463ca0d57eec4156c,bias_p000,4,a0,a0,none,False,-2.25,-2.25,0.0
ISIC_0026948,cluster:b060660e83d0f3d6f2cd,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026956,cluster:85adcb8e031ef66ce814,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026962,cluster:08521a7801cfbb5eb5b1,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026976,cluster:2289f378e1d8cf56dec2,bias_p000,4,a2,a2,none,False,-7.2,-7.2,0.0
ISIC_0026980,cluster:6b3bcbe14187788782e1,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0026984,cluster:b91ebd1e95f2e9cb0acf,bias_p000,4,a0,a0,none,False,-9.0,-9.0,0.0
ISIC_0026988,cluster:ea0103e9b3751f8f9132,bias_p000,4,a3,a1,down_substitution,True,-1.9,-3.25,1.35
ISIC_0026989,cluster:f9408e5a31ec46e6599f,bias_p000,4,a3,a0,down_substitution,True,0.0,-21.6,21.6
ISIC_0026994,cluster:16dfc837109525a75d79,bias_p000,4,a1,a0,down_substitution,True,-2.76,0.0,-2.76
ISIC_0026998,cluster:f89b440650f2dcd33603,bias_p000,4,a3,a1,down_substitution,True,-5.699999999999999,-1.9,-3.7999999999999994
ISIC_0027003,cluster:853bd6b5f9f4c5d2c63d,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0027005,cluster:0e81771f1157a8ce3739,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0027008,cluster:17c873e214e5277e4216,bias_p000,4,a3,a0,down_substitution,True,-4.719599999999999,0.0,-4.719599999999999
ISIC_0027021,cluster:ce8fb7e5a7d2abd56cbc,bias_p000,4,a3,a3,none,False,0.0,0.0,0.0
ISIC_0027023,cluster:ed7b82c8c723f96a74a4,bias_p000,4,a0,a0,none,False,-1.625,-1.625,0.0
ISIC_0027024,cluster:19b9f4519db59fbdb727,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0027033,cluster:75760ef77b641d2560cc,bias_p000,4,a0,a0,none,False,-19.5,-19.5,0.0
ISIC_0027034,cluster:d930635736dbbe532393,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0027047,cluster:a9c12d1bedc527e54657,bias_p000,4,a3,a0,down_substitution,True,0.0,-18.0,18.0
ISIC_0027050,cluster:f3c26afb3b8670a6cdec,bias_p000,4,a0,a0,none,False,0.0,0.0,0.0
ISIC_0027053,cluster:b48557e791fc4785351c,bias_p000,4,a0,a0,none,False,-1.8,-1.8,0.0
